verb,embedded_type,prior_type,item,prior,prompt,target,question,alt_question,rating,output_probs,raw_probs
polar,not_p,low_prior,Jayden,Jayden doesn't have a driver's license.,Fact: Jayden doesn't have a driver's license. Sentence: Sandra asks: Did Jayden rent a car? Question: Is Sandra certain that Jayden didn't rent a car?,Sandra asks: Did Jayden rent a car?,Is Sandra certain that Jayden didn't rent a car?,,0.99,-1.4572277279999999,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.003093578, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-0.003093578), TopLogprob(token='1', bytes=[49], logprob=-5.823551), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-9.434431), TopLogprob(token='Rating', bytes=[82, 97, 116, 105, 110, 103], logprob=-10.312405), TopLogprob(token='Answer', bytes=[65, 110, 115, 119, 101, 114], logprob=-12.515568)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.34773955, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.34773955), TopLogprob(token='<|end|>', bytes=None, logprob=-1.225469), TopLogprob(token='\n\n', bytes=[10, 10], logprob=-10.362577), TopLogprob(token=' ', bytes=[32], logprob=-10.434867), TopLogprob(token='\n', bytes=[10], logprob=-10.742018)]), ChatCompletionTokenLogprob(token='99', bytes=[57, 57], logprob=-1.1063946, top_logprobs=[TopLogprob(token='99', bytes=[57, 57], logprob=-1.1063946), TopLogprob(token='95', bytes=[57, 53], logprob=-1.6505402), TopLogprob(token='01', bytes=[48, 49], logprob=-1.8506802), TopLogprob(token='98', bytes=[57, 56], logprob=-2.457015), TopLogprob(token='00', bytes=[48, 48], logprob=-3.3851118)])]"
acknowledge,not_p,low_prior,Tony,Tony has been sober for 20 years.,Fact: Tony has been sober for 20 years. Sentence: George asks: Did Sharon acknowledge that Tony didn't have a drink last night? Question: Is George certain that Tony didn't have a drink last night?,George asks: Did Sharon acknowledge that Tony didn't have a drink last night?,Is George certain that Tony didn't have a drink last night?,Is George certain that Tony had a drink last night?,0.85,-1.48229079564,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.00057352474, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-0.00057352474), TopLogprob(token='1', bytes=[49], logprob=-7.484195), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-11.709207), TopLogprob(token=' ', bytes=[32], logprob=-14.09835), TopLogprob(token='Rating', bytes=[82, 97, 116, 105, 110, 103], logprob=-14.171134)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.0002223709, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.0002223709), TopLogprob(token='<|end|>', bytes=None, logprob=-8.428369), TopLogprob(token='\n\n', bytes=[10, 10], logprob=-13.868185), TopLogprob(token='\n', bytes=[10], logprob=-14.010039), TopLogprob(token=' ', bytes=[32], logprob=-14.202743)]), ChatCompletionTokenLogprob(token='85', bytes=[56, 53], logprob=-1.4814949, top_logprobs=[TopLogprob(token='85', bytes=[56, 53], logprob=-1.4814949), TopLogprob(token='95', bytes=[57, 53], logprob=-1.5910835), TopLogprob(token='75', bytes=[55, 53], logprob=-2.199976), TopLogprob(token='8', bytes=[56], logprob=-2.2074013), TopLogprob(token='90', bytes=[57, 48], logprob=-2.6788063)])]"
admit,not_p,low_prior,Tony,Tony has been sober for 20 years.,Fact: Tony has been sober for 20 years. Sentence: Nancy asks: Did Laura admit that Tony didn't have a drink last night? Question: Is Nancy certain that Tony didn't have a drink last night?,Nancy asks: Did Laura admit that Tony didn't have a drink last night?,Is Nancy certain that Tony didn't have a drink last night?,Is Nancy certain that Tony had a drink last night?,0.85,-1.7061245057299999,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.0004294772, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-0.0004294772), TopLogprob(token='1', bytes=[49], logprob=-7.77368), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-12.301573), TopLogprob(token=' ', bytes=[32], logprob=-13.32098), TopLogprob(token='Rating', bytes=[82, 97, 116, 105, 110, 103], logprob=-14.125753)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.00036822853, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.00036822853), TopLogprob(token='<|end|>', bytes=None, logprob=-7.919607), TopLogprob(token='\n\n', bytes=[10, 10], logprob=-13.741397), TopLogprob(token='\n', bytes=[10], logprob=-13.75356), TopLogprob(token=' ', bytes=[32], logprob=-14.1548395)]), ChatCompletionTokenLogprob(token='85', bytes=[56, 53], logprob=-1.7053268, top_logprobs=[TopLogprob(token='85', bytes=[56, 53], logprob=-1.7053268), TopLogprob(token='95', bytes=[57, 53], logprob=-1.8442047), TopLogprob(token='75', bytes=[55, 53], logprob=-2.177077), TopLogprob(token='8', bytes=[56], logprob=-2.6328037), TopLogprob(token='90', bytes=[57, 48], logprob=-2.6868885)])]"
announce,not_p,low_prior,Tony,Tony has been sober for 20 years.,Fact: Tony has been sober for 20 years. Sentence: George asks: Did Jacob announce that Tony didn't have a drink last night? Question: Is George certain that Tony didn't have a drink last night?,George asks: Did Jacob announce that Tony didn't have a drink last night?,Is George certain that Tony didn't have a drink last night?,Is George certain that Tony had a drink last night?,0.95,-1.4196334291000001,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.0010630595, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-0.0010630595), TopLogprob(token='1', bytes=[49], logprob=-6.8639836), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-11.637715), TopLogprob(token='Rating', bytes=[82, 97, 116, 105, 110, 103], logprob=-12.2730055), TopLogprob(token=' ', bytes=[32], logprob=-13.146655)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.0006192696, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.0006192696), TopLogprob(token='<|end|>', bytes=None, logprob=-7.391536), TopLogprob(token='\n', bytes=[10], logprob=-14.389616), TopLogprob(token='\n\n', bytes=[10, 10], logprob=-14.391312), TopLogprob(token='<|end|>', bytes=None, logprob=-14.518654)]), ChatCompletionTokenLogprob(token='95', bytes=[57, 53], logprob=-1.4179511, top_logprobs=[TopLogprob(token='95', bytes=[57, 53], logprob=-1.4179511), TopLogprob(token='85', bytes=[56, 53], logprob=-1.8314757), TopLogprob(token='8', bytes=[56], logprob=-2.3602252), TopLogprob(token='75', bytes=[55, 53], logprob=-2.5374618), TopLogprob(token='9', bytes=[57], logprob=-2.7986808)])]"
annoyed,not_p,low_prior,Tony,Tony has been sober for 20 years.,Fact: Tony has been sober for 20 years. Sentence: Kimberly asks: Is Stephanie annoyed that Tony didn't have a drink last night? Question: Is Kimberly certain that Tony didn't have a drink last night?,Kimberly asks: Is Stephanie annoyed that Tony didn't have a drink last night?,Is Kimberly certain that Tony didn't have a drink last night?,Is Kimberly certain that Tony had a drink last night?,0.95,-0.57651542,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.077302255, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-0.077302255), TopLogprob(token='1', bytes=[49], logprob=-2.5996678), TopLogprob(token='Rating', bytes=[82, 97, 116, 105, 110, 103], logprob=-10.077338), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-10.545695), TopLogprob(token=' ', bytes=[32], logprob=-11.483623)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.000127615, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.000127615), TopLogprob(token='<|end|>', bytes=None, logprob=-8.989635), TopLogprob(token='\n\n', bytes=[10, 10], logprob=-14.01514), TopLogprob(token='\n', bytes=[10], logprob=-14.448262), TopLogprob(token=' ', bytes=[32], logprob=-14.610627)]), ChatCompletionTokenLogprob(token='95', bytes=[57, 53], logprob=-0.49908555, top_logprobs=[TopLogprob(token='95', bytes=[57, 53], logprob=-0.49908555), TopLogprob(token='99', bytes=[57, 57], logprob=-2.0296736), TopLogprob(token='98', bytes=[57, 56], logprob=-2.3567553), TopLogprob(token='9', bytes=[57], logprob=-2.9063368), TopLogprob(token='85', bytes=[56, 53], logprob=-3.3703222)])]"
right,not_p,low_prior,Tony,Tony has been sober for 20 years.,Fact: Tony has been sober for 20 years. Sentence: Ashley asks: Is Jonathan right that Tony didn't have a drink last night? Question: Is Ashley certain that Tony didn't have a drink last night?,Ashley asks: Is Jonathan right that Tony didn't have a drink last night?,Is Ashley certain that Tony didn't have a drink last night?,Is Ashley certain that Tony had a drink last night?,0.95,-0.8388807112,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.0011264061, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-0.0011264061), TopLogprob(token='1', bytes=[49], logprob=-6.7996473), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-11.793136), TopLogprob(token=' ', bytes=[32], logprob=-13.656608), TopLogprob(token='I', bytes=[73], logprob=-13.824405)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.0001440651, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.0001440651), TopLogprob(token='<|end|>', bytes=None, logprob=-8.862121), TopLogprob(token='\n\n', bytes=[10, 10], logprob=-14.407093), TopLogprob(token='\n', bytes=[10], logprob=-14.54412), TopLogprob(token=' ', bytes=[32], logprob=-14.598805)]), ChatCompletionTokenLogprob(token='95', bytes=[57, 53], logprob=-0.83761024, top_logprobs=[TopLogprob(token='95', bytes=[57, 53], logprob=-0.83761024), TopLogprob(token='85', bytes=[56, 53], logprob=-1.8123226), TopLogprob(token='90', bytes=[57, 48], logprob=-2.5603447), TopLogprob(token='9', bytes=[57], logprob=-2.7105083), TopLogprob(token='8', bytes=[56], logprob=-2.803465)])]"
confess,not_p,low_prior,Tony,Tony has been sober for 20 years.,Fact: Tony has been sober for 20 years. Sentence: Christopher asks: Did Gary confess that Tony didn't have a drink last night? Question: Is Christopher certain that Tony didn't have a drink last night?,Christopher asks: Did Gary confess that Tony didn't have a drink last night?,Is Christopher certain that Tony didn't have a drink last night?,Is Christopher certain that Tony had a drink last night?,0.95,-1.6418188238,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.0006079599, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-0.0006079599), TopLogprob(token='1', bytes=[49], logprob=-7.427879), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-11.710153), TopLogprob(token='Rating', bytes=[82, 97, 116, 105, 110, 103], logprob=-13.411599), TopLogprob(token=' ', bytes=[32], logprob=-13.455993)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.0012616639, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.0012616639), TopLogprob(token='<|end|>', bytes=None, logprob=-6.6785803), TopLogprob(token='\n', bytes=[10], logprob=-14.082277), TopLogprob(token='\n\n', bytes=[10, 10], logprob=-14.134556), TopLogprob(token='<|end|>', bytes=None, logprob=-14.232392)]), ChatCompletionTokenLogprob(token='95', bytes=[57, 53], logprob=-1.6399492, top_logprobs=[TopLogprob(token='95', bytes=[57, 53], logprob=-1.6399492), TopLogprob(token='85', bytes=[56, 53], logprob=-1.8500093), TopLogprob(token='75', bytes=[55, 53], logprob=-2.4977317), TopLogprob(token='8', bytes=[56], logprob=-2.8856444), TopLogprob(token='90', bytes=[57, 48], logprob=-2.9271636)])]"
confirm,not_p,low_prior,Tony,Tony has been sober for 20 years.,Fact: Tony has been sober for 20 years. Sentence: Ashley asks: Did Melissa confirm that Tony didn't have a drink last night? Question: Is Ashley certain that Tony didn't have a drink last night?,Ashley asks: Did Melissa confirm that Tony didn't have a drink last night?,Is Ashley certain that Tony didn't have a drink last night?,Is Ashley certain that Tony had a drink last night?,0.95,-1.63000011779,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.00073756184, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-0.00073756184), TopLogprob(token='1', bytes=[49], logprob=-7.2333407), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-11.798039), TopLogprob(token='Rating', bytes=[82, 97, 116, 105, 110, 103], logprob=-12.6393385), TopLogprob(token=' ', bytes=[32], logprob=-13.011973)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.00055255595, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.00055255595), TopLogprob(token='<|end|>', bytes=None, logprob=-7.5045657), TopLogprob(token='\n\n', bytes=[10, 10], logprob=-14.710583), TopLogprob(token=' ', bytes=[32], logprob=-14.7851715), TopLogprob(token='\n', bytes=[10], logprob=-14.856814)]), ChatCompletionTokenLogprob(token='95', bytes=[57, 53], logprob=-1.62871, top_logprobs=[TopLogprob(token='95', bytes=[57, 53], logprob=-1.62871), TopLogprob(token='85', bytes=[56, 53], logprob=-1.694485), TopLogprob(token='75', bytes=[55, 53], logprob=-2.2630255), TopLogprob(token='8', bytes=[56], logprob=-2.595053), TopLogprob(token='90', bytes=[57, 48], logprob=-2.623381)])]"
demonstrate,not_p,low_prior,Tony,Tony has been sober for 20 years.,Fact: Tony has been sober for 20 years. Sentence: Paul asks: Did Sharon demonstrate that Tony didn't have a drink last night? Question: Is Paul certain that Tony didn't have a drink last night?,Paul asks: Did Sharon demonstrate that Tony didn't have a drink last night?,Is Paul certain that Tony didn't have a drink last night?,Is Paul certain that Tony had a drink last night?,0.85,-1.93307379234,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.00022392054, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-0.00022392054), TopLogprob(token='1', bytes=[49], logprob=-8.486554), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-11.304849), TopLogprob(token='I', bytes=[73], logprob=-13.460223), TopLogprob(token=' ', bytes=[32], logprob=-13.757825)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.0004362718, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.0004362718), TopLogprob(token='<|end|>', bytes=None, logprob=-7.7432227), TopLogprob(token='\n\n', bytes=[10, 10], logprob=-14.005986), TopLogprob(token='\n', bytes=[10], logprob=-14.316771), TopLogprob(token=' ', bytes=[32], logprob=-14.863928)]), ChatCompletionTokenLogprob(token='85', bytes=[56, 53], logprob=-1.9324136, top_logprobs=[TopLogprob(token='85', bytes=[56, 53], logprob=-1.9324136), TopLogprob(token='75', bytes=[55, 53], logprob=-2.0376287), TopLogprob(token='95', bytes=[57, 53], logprob=-2.7854466), TopLogprob(token='25', bytes=[50, 53], logprob=-2.892264), TopLogprob(token='20', bytes=[50, 48], logprob=-2.9542222)])]"
discover,not_p,low_prior,Tony,Tony has been sober for 20 years.,Fact: Tony has been sober for 20 years. Sentence: George asks: Did Jacob discover that Tony didn't have a drink last night? Question: Is George certain that Tony didn't have a drink last night?,George asks: Did Jacob discover that Tony didn't have a drink last night?,Is George certain that Tony didn't have a drink last night?,Is George certain that Tony had a drink last night?,0.95,-1.50122993628,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.00077377405, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-0.00077377405), TopLogprob(token='1', bytes=[49], logprob=-7.185737), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-11.641616), TopLogprob(token='Rating', bytes=[82, 97, 116, 105, 110, 103], logprob=-12.921367), TopLogprob(token=' ', bytes=[32], logprob=-13.301976)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.00024596223, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.00024596223), TopLogprob(token='<|end|>', bytes=None, logprob=-8.325333), TopLogprob(token='\n\n', bytes=[10, 10], logprob=-13.88975), TopLogprob(token='\n', bytes=[10], logprob=-14.045939), TopLogprob(token=' ', bytes=[32], logprob=-14.466648)]), ChatCompletionTokenLogprob(token='95', bytes=[57, 53], logprob=-1.5002102, top_logprobs=[TopLogprob(token='95', bytes=[57, 53], logprob=-1.5002102), TopLogprob(token='85', bytes=[56, 53], logprob=-1.6998295), TopLogprob(token='75', bytes=[55, 53], logprob=-2.484797), TopLogprob(token='8', bytes=[56], logprob=-2.485417), TopLogprob(token='90', bytes=[57, 48], logprob=-2.6018815)])]"
establish,not_p,low_prior,Tony,Tony has been sober for 20 years.,Fact: Tony has been sober for 20 years. Sentence: Scott asks: Did Michelle establish that Tony didn't have a drink last night? Question: Is Scott certain that Tony didn't have a drink last night?,Scott asks: Did Michelle establish that Tony didn't have a drink last night?,Is Scott certain that Tony didn't have a drink last night?,Is Scott certain that Tony had a drink last night?,0.85,-1.65025275512,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.0003571536, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-0.0003571536), TopLogprob(token='1', bytes=[49], logprob=-7.9901433), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-11.662992), TopLogprob(token='Rating', bytes=[82, 97, 116, 105, 110, 103], logprob=-12.53357), TopLogprob(token=' ', bytes=[32], logprob=-12.803878)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.00018840152, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.00018840152), TopLogprob(token='<|end|>', bytes=None, logprob=-8.597116), TopLogprob(token='\n\n', bytes=[10, 10], logprob=-13.736594), TopLogprob(token='\n', bytes=[10], logprob=-13.887502), TopLogprob(token=' ', bytes=[32], logprob=-14.448375)]), ChatCompletionTokenLogprob(token='85', bytes=[56, 53], logprob=-1.6497072, top_logprobs=[TopLogprob(token='85', bytes=[56, 53], logprob=-1.6497072), TopLogprob(token='75', bytes=[55, 53], logprob=-1.9781069), TopLogprob(token='95', bytes=[57, 53], logprob=-2.474424), TopLogprob(token='8', bytes=[56], logprob=-2.553617), TopLogprob(token='80', bytes=[56, 48], logprob=-2.8268561)])]"
hear,not_p,low_prior,Tony,Tony has been sober for 20 years.,Fact: Tony has been sober for 20 years. Sentence: Karen asks: Did Jeffrey hear that Tony didn't have a drink last night? Question: Is Karen certain that Tony didn't have a drink last night?,Karen asks: Did Jeffrey hear that Tony didn't have a drink last night?,Is Karen certain that Tony didn't have a drink last night?,Is Karen certain that Tony had a drink last night?,0.85,-1.5230716791,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.0005639958, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-0.0005639958), TopLogprob(token='1', bytes=[49], logprob=-7.499515), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-12.003869), TopLogprob(token=' ', bytes=[32], logprob=-13.613742), TopLogprob(token='I', bytes=[73], logprob=-14.01953)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.0003809833, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.0003809833), TopLogprob(token='<|end|>', bytes=None, logprob=-7.878078), TopLogprob(token='\n\n', bytes=[10, 10], logprob=-14.504615), TopLogprob(token=' ', bytes=[32], logprob=-14.637322), TopLogprob(token='\n', bytes=[10], logprob=-14.792429)]), ChatCompletionTokenLogprob(token='85', bytes=[56, 53], logprob=-1.5221267, top_logprobs=[TopLogprob(token='85', bytes=[56, 53], logprob=-1.5221267), TopLogprob(token='95', bytes=[57, 53], logprob=-2.0095248), TopLogprob(token='75', bytes=[55, 53], logprob=-2.0533748), TopLogprob(token='8', bytes=[56], logprob=-2.4034991), TopLogprob(token='90', bytes=[57, 48], logprob=-2.8371615)])]"
inform,not_p,low_prior,Tony,Tony has been sober for 20 years.,Fact: Tony has been sober for 20 years. Sentence: Tyler asks: Did Ronald inform Jane that Tony didn't have a drink last night? Question: Is Tyler certain that Tony didn't have a drink last night?,Tyler asks: Did Ronald inform Jane that Tony didn't have a drink last night?,Is Tyler certain that Tony didn't have a drink last night?,Is Tyler certain that Tony had a drink last night?,0.95,-1.4638209605999999,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.0009152671, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-0.0009152671), TopLogprob(token='1', bytes=[49], logprob=-7.0187697), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-11.284203), TopLogprob(token=' ', bytes=[32], logprob=-12.658041), TopLogprob(token='I', bytes=[73], logprob=-13.910749)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.0001721935, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.0001721935), TopLogprob(token='<|end|>', bytes=None, logprob=-8.68599), TopLogprob(token='\n\n', bytes=[10, 10], logprob=-13.970831), TopLogprob(token='\n', bytes=[10], logprob=-14.136129), TopLogprob(token=',', bytes=[44], logprob=-14.637419)]), ChatCompletionTokenLogprob(token='95', bytes=[57, 53], logprob=-1.4627335, top_logprobs=[TopLogprob(token='95', bytes=[57, 53], logprob=-1.4627335), TopLogprob(token='85', bytes=[56, 53], logprob=-1.5024083), TopLogprob(token='8', bytes=[56], logprob=-2.0193932), TopLogprob(token='75', bytes=[55, 53], logprob=-2.2412045), TopLogprob(token='9', bytes=[57], logprob=-2.625909)])]"
know,not_p,low_prior,Tony,Tony has been sober for 20 years.,Fact: Tony has been sober for 20 years. Sentence: George asks: Does Stephanie know that Tony didn't have a drink last night? Question: Is George certain that Tony didn't have a drink last night?,George asks: Does Stephanie know that Tony didn't have a drink last night?,Is George certain that Tony didn't have a drink last night?,Is George certain that Tony had a drink last night?,0.85,-1.52862297082,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.00034368722, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-0.00034368722), TopLogprob(token='1', bytes=[49], logprob=-8.030933), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-11.41337), TopLogprob(token='Rating', bytes=[82, 97, 116, 105, 110, 103], logprob=-12.957045), TopLogprob(token=' ', bytes=[32], logprob=-13.231697)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.0001472836, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.0001472836), TopLogprob(token='<|end|>', bytes=None, logprob=-8.84239), TopLogprob(token='\n\n', bytes=[10, 10], logprob=-14.302012), TopLogprob(token=' ', bytes=[32], logprob=-14.36954), TopLogprob(token='\n', bytes=[10], logprob=-14.38615)]), ChatCompletionTokenLogprob(token='85', bytes=[56, 53], logprob=-1.528132, top_logprobs=[TopLogprob(token='85', bytes=[56, 53], logprob=-1.528132), TopLogprob(token='95', bytes=[57, 53], logprob=-1.7971234), TopLogprob(token='8', bytes=[56], logprob=-1.9102502), TopLogprob(token='75', bytes=[55, 53], logprob=-1.9523873), TopLogprob(token='90', bytes=[57, 48], logprob=-2.8986802)])]"
pretend,not_p,low_prior,Tony,Tony has been sober for 20 years.,Fact: Tony has been sober for 20 years. Sentence: Karen asks: Did Ronald pretend that Tony didn't have a drink last night? Question: Is Karen certain that Tony didn't have a drink last night?,Karen asks: Did Ronald pretend that Tony didn't have a drink last night?,Is Karen certain that Tony didn't have a drink last night?,Is Karen certain that Tony had a drink last night?,0.95,-0.84360861562,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.0012217746, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-0.0012217746), TopLogprob(token='1', bytes=[49], logprob=-6.7240877), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-11.488965), TopLogprob(token='Rating', bytes=[82, 97, 116, 105, 110, 103], logprob=-12.560128), TopLogprob(token=' ', bytes=[32], logprob=-13.019416)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.00012821102, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.00012821102), TopLogprob(token='<|end|>', bytes=None, logprob=-8.987984), TopLogprob(token='\n\n', bytes=[10, 10], logprob=-13.828379), TopLogprob(token='\n', bytes=[10], logprob=-14.02489), TopLogprob(token=' ', bytes=[32], logprob=-14.719717)]), ChatCompletionTokenLogprob(token='95', bytes=[57, 53], logprob=-0.84225863, top_logprobs=[TopLogprob(token='95', bytes=[57, 53], logprob=-0.84225863), TopLogprob(token='85', bytes=[56, 53], logprob=-2.0406), TopLogprob(token='90', bytes=[57, 48], logprob=-2.6346076), TopLogprob(token='99', bytes=[57, 57], logprob=-2.7640173), TopLogprob(token='9', bytes=[57], logprob=-3.0690196)])]"
prove,not_p,low_prior,Tony,Tony has been sober for 20 years.,Fact: Tony has been sober for 20 years. Sentence: Christopher asks: Did Michelle prove that Tony didn't have a drink last night? Question: Is Christopher certain that Tony didn't have a drink last night?,Christopher asks: Did Michelle prove that Tony didn't have a drink last night?,Is Christopher certain that Tony didn't have a drink last night?,Is Christopher certain that Tony had a drink last night?,0.85,-2.30895722329,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.00015264409, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-0.00015264409), TopLogprob(token='1', bytes=[49], logprob=-8.8708725), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-11.710203), TopLogprob(token=' ', bytes=[32], logprob=-13.842941), TopLogprob(token='Rating', bytes=[82, 97, 116, 105, 110, 103], logprob=-13.84643)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.0006080792, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.0006080792), TopLogprob(token='<|end|>', bytes=None, logprob=-7.4108996), TopLogprob(token='\n\n', bytes=[10, 10], logprob=-13.72317), TopLogprob(token='\n', bytes=[10], logprob=-14.179105), TopLogprob(token=' ', bytes=[32], logprob=-14.649905)]), ChatCompletionTokenLogprob(token='85', bytes=[56, 53], logprob=-2.3081965, top_logprobs=[TopLogprob(token='85', bytes=[56, 53], logprob=-2.3081965), TopLogprob(token='75', bytes=[55, 53], logprob=-2.4599357), TopLogprob(token='2', bytes=[50], logprob=-2.5863032), TopLogprob(token='15', bytes=[49, 53], logprob=-2.5985885), TopLogprob(token='25', bytes=[50, 53], logprob=-2.623365)])]"
reveal,not_p,low_prior,Tony,Tony has been sober for 20 years.,Fact: Tony has been sober for 20 years. Sentence: Nancy asks: Did Deborah reveal that Tony didn't have a drink last night? Question: Is Nancy certain that Tony didn't have a drink last night?,Nancy asks: Did Deborah reveal that Tony didn't have a drink last night?,Is Nancy certain that Tony didn't have a drink last night?,Is Nancy certain that Tony had a drink last night?,0.95,-1.2399334389,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.0004452084, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-0.0004452084), TopLogprob(token='1', bytes=[49], logprob=-7.744878), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-11.764651), TopLogprob(token=' ', bytes=[32], logprob=-13.41038), TopLogprob(token='Rating', bytes=[82, 97, 116, 105, 110, 103], logprob=-14.095929)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.0006607305, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.0006607305), TopLogprob(token='<|end|>', bytes=None, logprob=-7.3274336), TopLogprob(token='\n\n', bytes=[10, 10], logprob=-13.831272), TopLogprob(token='\n', bytes=[10], logprob=-14.351439), TopLogprob(token=',', bytes=[44], logprob=-14.578577)]), ChatCompletionTokenLogprob(token='95', bytes=[57, 53], logprob=-1.2388275, top_logprobs=[TopLogprob(token='95', bytes=[57, 53], logprob=-1.2388275), TopLogprob(token='85', bytes=[56, 53], logprob=-1.8403614), TopLogprob(token='8', bytes=[56], logprob=-2.4965446), TopLogprob(token='90', bytes=[57, 48], logprob=-2.6671588), TopLogprob(token='9', bytes=[57], logprob=-2.7586448)])]"
