verb,embedded_type,prior_type,item,prior,prompt,target,question,alt_question
confirm,p,low_prior,Olivia,Olivia has two small children.,Fact: Olivia has two small children. Sentence: Dorothy asks: Did Sharon confirm that Olivia sleeps until noon? Question: Does Dorothy believe that Olivia sleeps until noon?,Dorothy asks: Did Sharon confirm that Olivia sleeps until noon?,Does Dorothy believe that Olivia sleeps until noon?,Does Dorothy believe that Olivia doesn't sleep until noon?
demonstrate,p,low_prior,Olivia,Olivia has two small children.,Fact: Olivia has two small children. Sentence: Kathleen asks: Did Nicholas demonstrate that Olivia sleeps until noon? Question: Does Kathleen believe that Olivia sleeps until noon?,Kathleen asks: Did Nicholas demonstrate that Olivia sleeps until noon?,Does Kathleen believe that Olivia sleeps until noon?,Does Kathleen believe that Olivia doesn't sleep until noon?
discover,p,low_prior,Olivia,Olivia has two small children.,Fact: Olivia has two small children. Sentence: Cynthia asks: Did Carol discover that Olivia sleeps until noon? Question: Does Cynthia believe that Olivia sleeps until noon?,Cynthia asks: Did Carol discover that Olivia sleeps until noon?,Does Cynthia believe that Olivia sleeps until noon?,Does Cynthia believe that Olivia doesn't sleep until noon?
establish,p,low_prior,Olivia,Olivia has two small children.,Fact: Olivia has two small children. Sentence: Scott asks: Did Laura establish that Olivia sleeps until noon? Question: Does Scott believe that Olivia sleeps until noon?,Scott asks: Did Laura establish that Olivia sleeps until noon?,Does Scott believe that Olivia sleeps until noon?,Does Scott believe that Olivia doesn't sleep until noon?
hear,p,low_prior,Olivia,Olivia has two small children.,Fact: Olivia has two small children. Sentence: George asks: Did Jonathan hear that Olivia sleeps until noon? Question: Does George believe that Olivia sleeps until noon?,George asks: Did Jonathan hear that Olivia sleeps until noon?,Does George believe that Olivia sleeps until noon?,Does George believe that Olivia doesn't sleep until noon?
inform,p,low_prior,Olivia,Olivia has two small children.,Fact: Olivia has two small children. Sentence: Edward asks: Did Rebecca inform Jane that Olivia sleeps until noon? Question: Does Edward believe that Olivia sleeps until noon?,Edward asks: Did Rebecca inform Jane that Olivia sleeps until noon?,Does Edward believe that Olivia sleeps until noon?,Does Edward believe that Olivia doesn't sleep until noon?
know,p,low_prior,Olivia,Olivia has two small children.,Fact: Olivia has two small children. Sentence: Cynthia asks: Does Laura know that Olivia sleeps until noon? Question: Does Cynthia believe that Olivia sleeps until noon?,Cynthia asks: Does Laura know that Olivia sleeps until noon?,Does Cynthia believe that Olivia sleeps until noon?,Does Cynthia believe that Olivia doesn't sleep until noon?
pretend,p,low_prior,Olivia,Olivia has two small children.,Fact: Olivia has two small children. Sentence: Larry asks: Did Jeffrey pretend that Olivia sleeps until noon? Question: Does Larry believe that Olivia sleeps until noon?,Larry asks: Did Jeffrey pretend that Olivia sleeps until noon?,Does Larry believe that Olivia sleeps until noon?,Does Larry believe that Olivia doesn't sleep until noon?
prove,p,low_prior,Olivia,Olivia has two small children.,Fact: Olivia has two small children. Sentence: Betty asks: Did Michelle prove that Olivia sleeps until noon? Question: Does Betty believe that Olivia sleeps until noon?,Betty asks: Did Michelle prove that Olivia sleeps until noon?,Does Betty believe that Olivia sleeps until noon?,Does Betty believe that Olivia doesn't sleep until noon?
reveal,p,low_prior,Olivia,Olivia has two small children.,Fact: Olivia has two small children. Sentence: Steven asks: Did Michelle reveal that Olivia sleeps until noon? Question: Does Steven believe that Olivia sleeps until noon?,Steven asks: Did Michelle reveal that Olivia sleeps until noon?,Does Steven believe that Olivia sleeps until noon?,Does Steven believe that Olivia doesn't sleep until noon?
say,p,low_prior,Olivia,Olivia has two small children.,Fact: Olivia has two small children. Sentence: Tyler asks: Did Rebecca say that Olivia sleeps until noon? Question: Does Tyler believe that Olivia sleeps until noon?,Tyler asks: Did Rebecca say that Olivia sleeps until noon?,Does Tyler believe that Olivia sleeps until noon?,Does Tyler believe that Olivia doesn't sleep until noon?
see,p,low_prior,Olivia,Olivia has two small children.,Fact: Olivia has two small children. Sentence: Jennifer asks: Did Emily see that Olivia sleeps until noon? Question: Does Jennifer believe that Olivia sleeps until noon?,Jennifer asks: Did Emily see that Olivia sleeps until noon?,Does Jennifer believe that Olivia sleeps until noon?,Does Jennifer believe that Olivia doesn't sleep until noon?
suggest,p,low_prior,Olivia,Olivia has two small children.,Fact: Olivia has two small children. Sentence: Lisa asks: Did Rebecca suggest that Olivia sleeps until noon? Question: Does Lisa believe that Olivia sleeps until noon?,Lisa asks: Did Rebecca suggest that Olivia sleeps until noon?,Does Lisa believe that Olivia sleeps until noon?,Does Lisa believe that Olivia doesn't sleep until noon?
think,p,low_prior,Olivia,Olivia has two small children.,Fact: Olivia has two small children. Sentence: George asks: Does Jason think that Olivia sleeps until noon? Question: Does George believe that Olivia sleeps until noon?,George asks: Does Jason think that Olivia sleeps until noon?,Does George believe that Olivia sleeps until noon?,Does George believe that Olivia doesn't sleep until noon?
polar,p,low_prior,Olivia,Olivia has two small children.,Fact: Olivia has two small children. Sentence: Tyler asks: Does Olivia sleep until noon? Question: Does Tyler believe that Olivia sleeps until noon?,Tyler asks: Does Olivia sleep until noon?,Does Tyler believe that Olivia sleeps until noon?,
acknowledge,p,low_prior,Jon,Jon lives 10 miles away from work.,Fact: Jon lives 10 miles away from work. Sentence: Scott asks: Did Stephanie acknowledge that Jon walks to work? Question: Does Scott believe that Jon walks to work?,Scott asks: Did Stephanie acknowledge that Jon walks to work?,Does Scott believe that Jon walks to work?,Does Scott believe that Jon doesn't walk to work?
admit,p,low_prior,Jon,Jon lives 10 miles away from work.,Fact: Jon lives 10 miles away from work. Sentence: Christopher asks: Did Ryan admit that Jon walks to work? Question: Does Christopher believe that Jon walks to work?,Christopher asks: Did Ryan admit that Jon walks to work?,Does Christopher believe that Jon walks to work?,Does Christopher believe that Jon doesn't walk to work?
announce,p,low_prior,Jon,Jon lives 10 miles away from work.,Fact: Jon lives 10 miles away from work. Sentence: Sandra asks: Did Gary announce that Jon walks to work? Question: Does Sandra believe that Jon walks to work?,Sandra asks: Did Gary announce that Jon walks to work?,Does Sandra believe that Jon walks to work?,Does Sandra believe that Jon doesn't walk to work?
annoyed,p,low_prior,Jon,Jon lives 10 miles away from work.,Fact: Jon lives 10 miles away from work. Sentence: Brian asks: Is Deborah annoyed that Jon walks to work? Question: Does Brian believe that Jon walks to work?,Brian asks: Is Deborah annoyed that Jon walks to work?,Does Brian believe that Jon walks to work?,Does Brian believe that Jon doesn't walk to work?
right,p,low_prior,Jon,Jon lives 10 miles away from work.,Fact: Jon lives 10 miles away from work. Sentence: Lisa asks: Is Michelle right that Jon walks to work? Question: Does Lisa believe that Jon walks to work?,Lisa asks: Is Michelle right that Jon walks to work?,Does Lisa believe that Jon walks to work?,Does Lisa believe that Jon doesn't walk to work?
confess,p,low_prior,Jon,Jon lives 10 miles away from work.,Fact: Jon lives 10 miles away from work. Sentence: Sandra asks: Did Rebecca confess that Jon walks to work? Question: Does Sandra believe that Jon walks to work?,Sandra asks: Did Rebecca confess that Jon walks to work?,Does Sandra believe that Jon walks to work?,Does Sandra believe that Jon doesn't walk to work?
confirm,p,low_prior,Jon,Jon lives 10 miles away from work.,Fact: Jon lives 10 miles away from work. Sentence: Sandra asks: Did Carol confirm that Jon walks to work? Question: Does Sandra believe that Jon walks to work?,Sandra asks: Did Carol confirm that Jon walks to work?,Does Sandra believe that Jon walks to work?,Does Sandra believe that Jon doesn't walk to work?
demonstrate,p,low_prior,Jon,Jon lives 10 miles away from work.,Fact: Jon lives 10 miles away from work. Sentence: Larry asks: Did Eric demonstrate that Jon walks to work? Question: Does Larry believe that Jon walks to work?,Larry asks: Did Eric demonstrate that Jon walks to work?,Does Larry believe that Jon walks to work?,Does Larry believe that Jon doesn't walk to work?
discover,p,low_prior,Jon,Jon lives 10 miles away from work.,Fact: Jon lives 10 miles away from work. Sentence: Donna asks: Did Jason discover that Jon walks to work? Question: Does Donna believe that Jon walks to work?,Donna asks: Did Jason discover that Jon walks to work?,Does Donna believe that Jon walks to work?,Does Donna believe that Jon doesn't walk to work?
establish,p,low_prior,Jon,Jon lives 10 miles away from work.,Fact: Jon lives 10 miles away from work. Sentence: Sandra asks: Did Emily establish that Jon walks to work? Question: Does Sandra believe that Jon walks to work?,Sandra asks: Did Emily establish that Jon walks to work?,Does Sandra believe that Jon walks to work?,Does Sandra believe that Jon doesn't walk to work?
hear,p,low_prior,Jon,Jon lives 10 miles away from work.,Fact: Jon lives 10 miles away from work. Sentence: Kathleen asks: Did Rebecca hear that Jon walks to work? Question: Does Kathleen believe that Jon walks to work?,Kathleen asks: Did Rebecca hear that Jon walks to work?,Does Kathleen believe that Jon walks to work?,Does Kathleen believe that Jon doesn't walk to work?
inform,p,low_prior,Jon,Jon lives 10 miles away from work.,Fact: Jon lives 10 miles away from work. Sentence: Daniel asks: Did Jacob inform Jane that Jon walks to work? Question: Does Daniel believe that Jon walks to work?,Daniel asks: Did Jacob inform Jane that Jon walks to work?,Does Daniel believe that Jon walks to work?,Does Daniel believe that Jon doesn't walk to work?
know,p,low_prior,Jon,Jon lives 10 miles away from work.,Fact: Jon lives 10 miles away from work. Sentence: Paul asks: Does Eric know that Jon walks to work? Question: Does Paul believe that Jon walks to work?,Paul asks: Does Eric know that Jon walks to work?,Does Paul believe that Jon walks to work?,Does Paul believe that Jon doesn't walk to work?
pretend,p,low_prior,Jon,Jon lives 10 miles away from work.,Fact: Jon lives 10 miles away from work. Sentence: Jennifer asks: Did Gary pretend that Jon walks to work? Question: Does Jennifer believe that Jon walks to work?,Jennifer asks: Did Gary pretend that Jon walks to work?,Does Jennifer believe that Jon walks to work?,Does Jennifer believe that Jon doesn't walk to work?
prove,p,low_prior,Jon,Jon lives 10 miles away from work.,Fact: Jon lives 10 miles away from work. Sentence: Sandra asks: Did Sharon prove that Jon walks to work? Question: Does Sandra believe that Jon walks to work?,Sandra asks: Did Sharon prove that Jon walks to work?,Does Sandra believe that Jon walks to work?,Does Sandra believe that Jon doesn't walk to work?
reveal,p,low_prior,Jon,Jon lives 10 miles away from work.,Fact: Jon lives 10 miles away from work. Sentence: Nancy asks: Did Carol reveal that Jon walks to work? Question: Does Nancy believe that Jon walks to work?,Nancy asks: Did Carol reveal that Jon walks to work?,Does Nancy believe that Jon walks to work?,Does Nancy believe that Jon doesn't walk to work?
say,p,low_prior,Jon,Jon lives 10 miles away from work.,Fact: Jon lives 10 miles away from work. Sentence: Kathleen asks: Did Ryan say that Jon walks to work? Question: Does Kathleen believe that Jon walks to work?,Kathleen asks: Did Ryan say that Jon walks to work?,Does Kathleen believe that Jon walks to work?,Does Kathleen believe that Jon doesn't walk to work?
see,p,low_prior,Jon,Jon lives 10 miles away from work.,Fact: Jon lives 10 miles away from work. Sentence: Dorothy asks: Did Jacob see that Jon walks to work? Question: Does Dorothy believe that Jon walks to work?,Dorothy asks: Did Jacob see that Jon walks to work?,Does Dorothy believe that Jon walks to work?,Does Dorothy believe that Jon doesn't walk to work?
suggest,p,low_prior,Jon,Jon lives 10 miles away from work.,Fact: Jon lives 10 miles away from work. Sentence: Kathleen asks: Did Amanda suggest that Jon walks to work? Question: Does Kathleen believe that Jon walks to work?,Kathleen asks: Did Amanda suggest that Jon walks to work?,Does Kathleen believe that Jon walks to work?,Does Kathleen believe that Jon doesn't walk to work?
think,p,low_prior,Jon,Jon lives 10 miles away from work.,Fact: Jon lives 10 miles away from work. Sentence: Tyler asks: Does Jeffrey think that Jon walks to work? Question: Does Tyler believe that Jon walks to work?,Tyler asks: Does Jeffrey think that Jon walks to work?,Does Tyler believe that Jon walks to work?,Does Tyler believe that Jon doesn't walk to work?
polar,p,low_prior,Jon,Jon lives 10 miles away from work.,Fact: Jon lives 10 miles away from work. Sentence: Nancy asks: Does John walk to work? Question: Does Nancy believe that Jon walks to work?,Nancy asks: Does John walk to work?,Does Nancy believe that Jon walks to work?,
acknowledge,p,low_prior,Charley,Charley lives in Korea.,Fact: Charley lives in Korea. Sentence: George asks: Did Melissa acknowledge that Charley speaks Spanish? Question: Does George believe that Charley speaks Spanish?,George asks: Did Melissa acknowledge that Charley speaks Spanish?,Does George believe that Charley speaks Spanish?,Does George believe that Charley doesn't speak Spanish?
admit,p,low_prior,Charley,Charley lives in Korea.,Fact: Charley lives in Korea. Sentence: Nancy asks: Did Ryan admit that Charley speaks Spanish? Question: Does Nancy believe that Charley speaks Spanish?,Nancy asks: Did Ryan admit that Charley speaks Spanish?,Does Nancy believe that Charley speaks Spanish?,Does Nancy believe that Charley doesn't speak Spanish?
announce,p,low_prior,Charley,Charley lives in Korea.,Fact: Charley lives in Korea. Sentence: Jennifer asks: Did Jeffrey announce that Charley speaks Spanish? Question: Does Jennifer believe that Charley speaks Spanish?,Jennifer asks: Did Jeffrey announce that Charley speaks Spanish?,Does Jennifer believe that Charley speaks Spanish?,Does Jennifer believe that Charley doesn't speak Spanish?
annoyed,p,low_prior,Charley,Charley lives in Korea.,Fact: Charley lives in Korea. Sentence: Dorothy asks: Is Laura annoyed that Charley speaks Spanish? Question: Does Dorothy believe that Charley speaks Spanish?,Dorothy asks: Is Laura annoyed that Charley speaks Spanish?,Does Dorothy believe that Charley speaks Spanish?,Does Dorothy believe that Charley doesn't speak Spanish?
right,p,low_prior,Charley,Charley lives in Korea.,Fact: Charley lives in Korea. Sentence: Sandra asks: Is Carol right that Charley speaks Spanish? Question: Does Sandra believe that Charley speaks Spanish?,Sandra asks: Is Carol right that Charley speaks Spanish?,Does Sandra believe that Charley speaks Spanish?,Does Sandra believe that Charley doesn't speak Spanish?
confess,p,low_prior,Charley,Charley lives in Korea.,Fact: Charley lives in Korea. Sentence: Betty asks: Did Ronald confess that Charley speaks Spanish? Question: Does Betty believe that Charley speaks Spanish?,Betty asks: Did Ronald confess that Charley speaks Spanish?,Does Betty believe that Charley speaks Spanish?,Does Betty believe that Charley doesn't speak Spanish?
confirm,p,low_prior,Charley,Charley lives in Korea.,Fact: Charley lives in Korea. Sentence: Steven asks: Did Carol confirm that Charley speaks Spanish? Question: Does Steven believe that Charley speaks Spanish?,Steven asks: Did Carol confirm that Charley speaks Spanish?,Does Steven believe that Charley speaks Spanish?,Does Steven believe that Charley doesn't speak Spanish?
demonstrate,p,low_prior,Charley,Charley lives in Korea.,Fact: Charley lives in Korea. Sentence: Brian asks: Did Jacob demonstrate that Charley speaks Spanish? Question: Does Brian believe that Charley speaks Spanish?,Brian asks: Did Jacob demonstrate that Charley speaks Spanish?,Does Brian believe that Charley speaks Spanish?,Does Brian believe that Charley doesn't speak Spanish?
discover,p,low_prior,Charley,Charley lives in Korea.,Fact: Charley lives in Korea. Sentence: Daniel asks: Did Gary discover that Charley speaks Spanish? Question: Does Daniel believe that Charley speaks Spanish?,Daniel asks: Did Gary discover that Charley speaks Spanish?,Does Daniel believe that Charley speaks Spanish?,Does Daniel believe that Charley doesn't speak Spanish?
establish,p,low_prior,Charley,Charley lives in Korea.,Fact: Charley lives in Korea. Sentence: Paul asks: Did Melissa establish that Charley speaks Spanish? Question: Does Paul believe that Charley speaks Spanish?,Paul asks: Did Melissa establish that Charley speaks Spanish?,Does Paul believe that Charley speaks Spanish?,Does Paul believe that Charley doesn't speak Spanish?
hear,p,low_prior,Charley,Charley lives in Korea.,Fact: Charley lives in Korea. Sentence: Scott asks: Did Emily hear that Charley speaks Spanish? Question: Does Scott believe that Charley speaks Spanish?,Scott asks: Did Emily hear that Charley speaks Spanish?,Does Scott believe that Charley speaks Spanish?,Does Scott believe that Charley doesn't speak Spanish?
inform,p,low_prior,Charley,Charley lives in Korea.,Fact: Charley lives in Korea. Sentence: Nancy asks: Did Gary inform Jane that Charley speaks Spanish? Question: Does Nancy believe that Charley speaks Spanish?,Nancy asks: Did Gary inform Jane that Charley speaks Spanish?,Does Nancy believe that Charley speaks Spanish?,Does Nancy believe that Charley doesn't speak Spanish?
know,p,low_prior,Charley,Charley lives in Korea.,Fact: Charley lives in Korea. Sentence: Scott asks: Does Jonathan know that Charley speaks Spanish? Question: Does Scott believe that Charley speaks Spanish?,Scott asks: Does Jonathan know that Charley speaks Spanish?,Does Scott believe that Charley speaks Spanish?,Does Scott believe that Charley doesn't speak Spanish?
pretend,p,low_prior,Charley,Charley lives in Korea.,Fact: Charley lives in Korea. Sentence: Lisa asks: Did Gary pretend that Charley speaks Spanish? Question: Does Lisa believe that Charley speaks Spanish?,Lisa asks: Did Gary pretend that Charley speaks Spanish?,Does Lisa believe that Charley speaks Spanish?,Does Lisa believe that Charley doesn't speak Spanish?
prove,p,low_prior,Charley,Charley lives in Korea.,Fact: Charley lives in Korea. Sentence: Jennifer asks: Did Emily prove that Charley speaks Spanish? Question: Does Jennifer believe that Charley speaks Spanish?,Jennifer asks: Did Emily prove that Charley speaks Spanish?,Does Jennifer believe that Charley speaks Spanish?,Does Jennifer believe that Charley doesn't speak Spanish?
reveal,p,low_prior,Charley,Charley lives in Korea.,Fact: Charley lives in Korea. Sentence: Kenneth asks: Did Ryan reveal that Charley speaks Spanish? Question: Does Kenneth believe that Charley speaks Spanish?,Kenneth asks: Did Ryan reveal that Charley speaks Spanish?,Does Kenneth believe that Charley speaks Spanish?,Does Kenneth believe that Charley doesn't speak Spanish?
say,p,low_prior,Charley,Charley lives in Korea.,Fact: Charley lives in Korea. Sentence: Kimberly asks: Did Nicholas say that Charley speaks Spanish? Question: Does Kimberly believe that Charley speaks Spanish?,Kimberly asks: Did Nicholas say that Charley speaks Spanish?,Does Kimberly believe that Charley speaks Spanish?,Does Kimberly believe that Charley doesn't speak Spanish?
see,p,low_prior,Charley,Charley lives in Korea.,Fact: Charley lives in Korea. Sentence: Larry asks: Did Jeffrey see that Charley speaks Spanish? Question: Does Larry believe that Charley speaks Spanish?,Larry asks: Did Jeffrey see that Charley speaks Spanish?,Does Larry believe that Charley speaks Spanish?,Does Larry believe that Charley doesn't speak Spanish?
suggest,p,low_prior,Charley,Charley lives in Korea.,Fact: Charley lives in Korea. Sentence: George asks: Did Timothy suggest that Charley speaks Spanish? Question: Does George believe that Charley speaks Spanish?,George asks: Did Timothy suggest that Charley speaks Spanish?,Does George believe that Charley speaks Spanish?,Does George believe that Charley doesn't speak Spanish?
think,p,low_prior,Charley,Charley lives in Korea.,Fact: Charley lives in Korea. Sentence: Brian asks: Does Rebecca think that Charley speaks Spanish? Question: Does Brian believe that Charley speaks Spanish?,Brian asks: Does Rebecca think that Charley speaks Spanish?,Does Brian believe that Charley speaks Spanish?,Does Brian believe that Charley doesn't speak Spanish?
polar,p,low_prior,Charley,Charley lives in Korea.,Fact: Charley lives in Korea. Sentence: Larry asks: Does Charley speak Spanish? Question: Does Larry believe that Charley speaks Spanish?,Larry asks: Does Charley speak Spanish?,Does Larry believe that Charley speaks Spanish?,
acknowledge,p,low_prior,Mia,Mia is a nun.,Fact: Mia is a nun. Sentence: Scott asks: Did Laura acknowledge that Mia drank 2 cocktails last night? Question: Does Scott believe that Mia drank 2 cocktails last night?,Scott asks: Did Laura acknowledge that Mia drank 2 cocktails last night?,Does Scott believe that Mia drank 2 cocktails last night?,Does Scott believe that Mia didn't drink 2 cocktails last night?
admit,p,low_prior,Mia,Mia is a nun.,Fact: Mia is a nun. Sentence: Sandra asks: Did Ronald admit that Mia drank 2 cocktails last night? Question: Does Sandra believe that Mia drank 2 cocktails last night?,Sandra asks: Did Ronald admit that Mia drank 2 cocktails last night?,Does Sandra believe that Mia drank 2 cocktails last night?,Does Sandra believe that Mia didn't drink 2 cocktails last night?
announce,p,low_prior,Mia,Mia is a nun.,Fact: Mia is a nun. Sentence: Donna asks: Did Amanda announce that Mia drank 2 cocktails last night? Question: Does Donna believe that Mia drank 2 cocktails last night?,Donna asks: Did Amanda announce that Mia drank 2 cocktails last night?,Does Donna believe that Mia drank 2 cocktails last night?,Does Donna believe that Mia didn't drink 2 cocktails last night?
annoyed,p,low_prior,Mia,Mia is a nun.,Fact: Mia is a nun. Sentence: Steven asks: Is Ronald annoyed that Mia drank 2 cocktails last night? Question: Does Steven believe that Mia drank 2 cocktails last night?,Steven asks: Is Ronald annoyed that Mia drank 2 cocktails last night?,Does Steven believe that Mia drank 2 cocktails last night?,Does Steven believe that Mia didn't drink 2 cocktails last night?
right,p,low_prior,Mia,Mia is a nun.,Fact: Mia is a nun. Sentence: Kevin asks: Is Eric right that Mia drank 2 cocktails last night? Question: Does Kevin believe that Mia drank 2 cocktails last night?,Kevin asks: Is Eric right that Mia drank 2 cocktails last night?,Does Kevin believe that Mia drank 2 cocktails last night?,Does Kevin believe that Mia didn't drink 2 cocktails last night?
confess,p,low_prior,Mia,Mia is a nun.,Fact: Mia is a nun. Sentence: Steven asks: Did Amanda confess that Mia drank 2 cocktails last night? Question: Does Steven believe that Mia drank 2 cocktails last night?,Steven asks: Did Amanda confess that Mia drank 2 cocktails last night?,Does Steven believe that Mia drank 2 cocktails last night?,Does Steven believe that Mia didn't drink 2 cocktails last night?
confirm,p,low_prior,Mia,Mia is a nun.,Fact: Mia is a nun. Sentence: Tyler asks: Did Jonathan confirm that Mia drank 2 cocktails last night? Question: Does Tyler believe that Mia drank 2 cocktails last night?,Tyler asks: Did Jonathan confirm that Mia drank 2 cocktails last night?,Does Tyler believe that Mia drank 2 cocktails last night?,Does Tyler believe that Mia didn't drink 2 cocktails last night?
demonstrate,p,low_prior,Mia,Mia is a nun.,Fact: Mia is a nun. Sentence: Donna asks: Did Jonathan demonstrate that Mia drank 2 cocktails last night? Question: Does Donna believe that Mia drank 2 cocktails last night?,Donna asks: Did Jonathan demonstrate that Mia drank 2 cocktails last night?,Does Donna believe that Mia drank 2 cocktails last night?,Does Donna believe that Mia didn't drink 2 cocktails last night?
discover,p,low_prior,Mia,Mia is a nun.,Fact: Mia is a nun. Sentence: Kimberly asks: Did Deborah discover that Mia drank 2 cocktails last night? Question: Does Kimberly believe that Mia drank 2 cocktails last night?,Kimberly asks: Did Deborah discover that Mia drank 2 cocktails last night?,Does Kimberly believe that Mia drank 2 cocktails last night?,Does Kimberly believe that Mia didn't drink 2 cocktails last night?
establish,p,low_prior,Mia,Mia is a nun.,Fact: Mia is a nun. Sentence: Kevin asks: Did Jeffrey establish that Mia drank 2 cocktails last night? Question: Does Kevin believe that Mia drank 2 cocktails last night?,Kevin asks: Did Jeffrey establish that Mia drank 2 cocktails last night?,Does Kevin believe that Mia drank 2 cocktails last night?,Does Kevin believe that Mia didn't drink 2 cocktails last night?
hear,p,low_prior,Mia,Mia is a nun.,Fact: Mia is a nun. Sentence: Dorothy asks: Did Deborah hear that Mia drank 2 cocktails last night? Question: Does Dorothy believe that Mia drank 2 cocktails last night?,Dorothy asks: Did Deborah hear that Mia drank 2 cocktails last night?,Does Dorothy believe that Mia drank 2 cocktails last night?,Does Dorothy believe that Mia didn't drink 2 cocktails last night?
inform,p,low_prior,Mia,Mia is a nun.,Fact: Mia is a nun. Sentence: Sandra asks: Did Ronald inform Jane that Mia drank 2 cocktails last night? Question: Does Sandra believe that Mia drank 2 cocktails last night?,Sandra asks: Did Ronald inform Jane that Mia drank 2 cocktails last night?,Does Sandra believe that Mia drank 2 cocktails last night?,Does Sandra believe that Mia didn't drink 2 cocktails last night?
know,p,low_prior,Mia,Mia is a nun.,Fact: Mia is a nun. Sentence: Cynthia asks: Does Emily know that Mia drank 2 cocktails last night? Question: Does Cynthia believe that Mia drank 2 cocktails last night?,Cynthia asks: Does Emily know that Mia drank 2 cocktails last night?,Does Cynthia believe that Mia drank 2 cocktails last night?,Does Cynthia believe that Mia didn't drink 2 cocktails last night?
pretend,p,low_prior,Mia,Mia is a nun.,Fact: Mia is a nun. Sentence: Sandra asks: Did Deborah pretend that Mia drank 2 cocktails last night? Question: Does Sandra believe that Mia drank 2 cocktails last night?,Sandra asks: Did Deborah pretend that Mia drank 2 cocktails last night?,Does Sandra believe that Mia drank 2 cocktails last night?,Does Sandra believe that Mia didn't drink 2 cocktails last night?
prove,p,low_prior,Mia,Mia is a nun.,Fact: Mia is a nun. Sentence: Kevin asks: Did Ronald prove that Mia drank 2 cocktails last night? Question: Does Kevin believe that Mia drank 2 cocktails last night?,Kevin asks: Did Ronald prove that Mia drank 2 cocktails last night?,Does Kevin believe that Mia drank 2 cocktails last night?,Does Kevin believe that Mia didn't drink 2 cocktails last night?
reveal,p,low_prior,Mia,Mia is a nun.,Fact: Mia is a nun. Sentence: Paul asks: Did Carol reveal that Mia drank 2 cocktails last night? Question: Does Paul believe that Mia drank 2 cocktails last night?,Paul asks: Did Carol reveal that Mia drank 2 cocktails last night?,Does Paul believe that Mia drank 2 cocktails last night?,Does Paul believe that Mia didn't drink 2 cocktails last night?
say,p,low_prior,Mia,Mia is a nun.,Fact: Mia is a nun. Sentence: Daniel asks: Did Emily say that Mia drank 2 cocktails last night? Question: Does Daniel believe that Mia drank 2 cocktails last night?,Daniel asks: Did Emily say that Mia drank 2 cocktails last night?,Does Daniel believe that Mia drank 2 cocktails last night?,Does Daniel believe that Mia didn't drink 2 cocktails last night?
see,p,low_prior,Mia,Mia is a nun.,Fact: Mia is a nun. Sentence: Karen asks: Did Carol see that Mia drank 2 cocktails last night? Question: Does Karen believe that Mia drank 2 cocktails last night?,Karen asks: Did Carol see that Mia drank 2 cocktails last night?,Does Karen believe that Mia drank 2 cocktails last night?,Does Karen believe that Mia didn't drink 2 cocktails last night?
suggest,p,low_prior,Mia,Mia is a nun.,Fact: Mia is a nun. Sentence: Lisa asks: Did Jacob suggest that Mia drank 2 cocktails last night? Question: Does Lisa believe that Mia drank 2 cocktails last night?,Lisa asks: Did Jacob suggest that Mia drank 2 cocktails last night?,Does Lisa believe that Mia drank 2 cocktails last night?,Does Lisa believe that Mia didn't drink 2 cocktails last night?
think,p,low_prior,Mia,Mia is a nun.,Fact: Mia is a nun. Sentence: Kenneth asks: Does Emily think that Mia drank 2 cocktails last night? Question: Does Kenneth believe that Mia drank 2 cocktails last night?,Kenneth asks: Does Emily think that Mia drank 2 cocktails last night?,Does Kenneth believe that Mia drank 2 cocktails last night?,Does Kenneth believe that Mia didn't drink 2 cocktails last night?
polar,p,low_prior,Mia,Mia is a nun.,Fact: Mia is a nun. Sentence: Brian asks: Did Mia drink 2 cocktails last night? Question: Does Brian believe that Mia drank 2 cocktails last night?,Brian asks: Did Mia drink 2 cocktails last night?,Does Brian believe that Mia drank 2 cocktails last night?,
acknowledge,p,low_prior,Sophia,Sophia is a high end fashion model.,Fact: Sophia is a high end fashion model. Sentence: Brian asks: Did Timothy acknowledge that Sophia got a tattoo? Question: Does Brian believe that Sophia got a tattoo?,Brian asks: Did Timothy acknowledge that Sophia got a tattoo?,Does Brian believe that Sophia got a tattoo?,Does Brian believe that Sophia didn't get a tattoo?
admit,p,low_prior,Sophia,Sophia is a high end fashion model.,Fact: Sophia is a high end fashion model. Sentence: Betty asks: Did Deborah admit that Sophia got a tattoo? Question: Does Betty believe that Sophia got a tattoo?,Betty asks: Did Deborah admit that Sophia got a tattoo?,Does Betty believe that Sophia got a tattoo?,Does Betty believe that Sophia didn't get a tattoo?
announce,p,low_prior,Sophia,Sophia is a high end fashion model.,Fact: Sophia is a high end fashion model. Sentence: Larry asks: Did Jacob announce that Sophia got a tattoo? Question: Does Larry believe that Sophia got a tattoo?,Larry asks: Did Jacob announce that Sophia got a tattoo?,Does Larry believe that Sophia got a tattoo?,Does Larry believe that Sophia didn't get a tattoo?
annoyed,p,low_prior,Sophia,Sophia is a high end fashion model.,Fact: Sophia is a high end fashion model. Sentence: Jennifer asks: Is Ryan annoyed that Sophia got a tattoo? Question: Does Jennifer believe that Sophia got a tattoo?,Jennifer asks: Is Ryan annoyed that Sophia got a tattoo?,Does Jennifer believe that Sophia got a tattoo?,Does Jennifer believe that Sophia didn't get a tattoo?
