verb,embedded_type,prior_type,item,prior,prompt,target,question,alt_question
inform,not_p,high_prior,Emily,Emily has been saving for a year.,Fact: Emily has been saving for a year. Sentence: Cynthia asks: Did Emily inform Jane that Emily didn't buy a car yesterday? Question: Does Cynthia believe that Emily bought a car yesterday?,Cynthia asks: Did Emily inform Jane that Emily didn't buy a car yesterday?,Does Cynthia believe that Emily didn't buy a car yesterday?,Does Cynthia believe that Emily bought a car yesterday?
know,not_p,high_prior,Emily,Emily has been saving for a year.,Fact: Emily has been saving for a year. Sentence: Edward asks: Does Jason know that Emily didn't buy a car yesterday? Question: Does Edward believe that Emily bought a car yesterday?,Edward asks: Does Jason know that Emily didn't buy a car yesterday?,Does Edward believe that Emily didn't buy a car yesterday?,Does Edward believe that Emily bought a car yesterday?
pretend,not_p,high_prior,Emily,Emily has been saving for a year.,Fact: Emily has been saving for a year. Sentence: Tyler asks: Did Deborah pretend that Emily didn't buy a car yesterday? Question: Does Tyler believe that Emily bought a car yesterday?,Tyler asks: Did Deborah pretend that Emily didn't buy a car yesterday?,Does Tyler believe that Emily didn't buy a car yesterday?,Does Tyler believe that Emily bought a car yesterday?
prove,not_p,high_prior,Emily,Emily has been saving for a year.,Fact: Emily has been saving for a year. Sentence: Ashley asks: Did Ronald prove that Emily didn't buy a car yesterday? Question: Does Ashley believe that Emily bought a car yesterday?,Ashley asks: Did Ronald prove that Emily didn't buy a car yesterday?,Does Ashley believe that Emily didn't buy a car yesterday?,Does Ashley believe that Emily bought a car yesterday?
reveal,not_p,high_prior,Emily,Emily has been saving for a year.,Fact: Emily has been saving for a year. Sentence: Christopher asks: Did Jason reveal that Emily didn't buy a car yesterday? Question: Does Christopher believe that Emily bought a car yesterday?,Christopher asks: Did Jason reveal that Emily didn't buy a car yesterday?,Does Christopher believe that Emily didn't buy a car yesterday?,Does Christopher believe that Emily bought a car yesterday?
say,not_p,high_prior,Emily,Emily has been saving for a year.,Fact: Emily has been saving for a year. Sentence: Nancy asks: Did Jason say that Emily didn't buy a car yesterday? Question: Does Nancy believe that Emily bought a car yesterday?,Nancy asks: Did Jason say that Emily didn't buy a car yesterday?,Does Nancy believe that Emily didn't buy a car yesterday?,Does Nancy believe that Emily bought a car yesterday?
see,not_p,high_prior,Emily,Emily has been saving for a year.,Fact: Emily has been saving for a year. Sentence: Tyler asks: Did Nicholas see that Emily didn't buy a car yesterday? Question: Does Tyler believe that Emily bought a car yesterday?,Tyler asks: Did Nicholas see that Emily didn't buy a car yesterday?,Does Tyler believe that Emily didn't buy a car yesterday?,Does Tyler believe that Emily bought a car yesterday?
suggest,not_p,high_prior,Emily,Emily has been saving for a year.,Fact: Emily has been saving for a year. Sentence: Paul asks: Did Melissa suggest that Emily didn't buy a car yesterday? Question: Does Paul believe that Emily bought a car yesterday?,Paul asks: Did Melissa suggest that Emily didn't buy a car yesterday?,Does Paul believe that Emily didn't buy a car yesterday?,Does Paul believe that Emily bought a car yesterday?
think,not_p,high_prior,Emily,Emily has been saving for a year.,Fact: Emily has been saving for a year. Sentence: George asks: Does Jacob think that Emily didn't buy a car yesterday? Question: Does George believe that Emily bought a car yesterday?,George asks: Does Jacob think that Emily didn't buy a car yesterday?,Does George believe that Emily didn't buy a car yesterday?,Does George believe that Emily bought a car yesterday?
acknowledge,not_p,high_prior,Danny,Danny loves cake.,Fact: Danny loves cake. Sentence: Nancy asks: Did Timothy acknowledge that Danny didn't eat the last cupcake? Question: Does Nancy believe that Danny ate the last cupcake?,Nancy asks: Did Timothy acknowledge that Danny didn't eat the last cupcake?,Does Nancy believe that Danny didn't eat the last cupcake?,Does Nancy believe that Danny ate the last cupcake?
admit,not_p,high_prior,Danny,Danny loves cake.,Fact: Danny loves cake. Sentence: Betty asks: Did Laura admit that Danny didn't eat the last cupcake? Question: Does Betty believe that Danny ate the last cupcake?,Betty asks: Did Laura admit that Danny didn't eat the last cupcake?,Does Betty believe that Danny didn't eat the last cupcake?,Does Betty believe that Danny ate the last cupcake?
announce,not_p,high_prior,Danny,Danny loves cake.,Fact: Danny loves cake. Sentence: Tyler asks: Did Carol announce that Danny didn't eat the last cupcake? Question: Does Tyler believe that Danny ate the last cupcake?,Tyler asks: Did Carol announce that Danny didn't eat the last cupcake?,Does Tyler believe that Danny didn't eat the last cupcake?,Does Tyler believe that Danny ate the last cupcake?
annoyed,not_p,high_prior,Danny,Danny loves cake.,Fact: Danny loves cake. Sentence: Kimberly asks: Is Michelle annoyed that Danny didn't eat the last cupcake? Question: Does Kimberly believe that Danny ate the last cupcake?,Kimberly asks: Is Michelle annoyed that Danny didn't eat the last cupcake?,Does Kimberly believe that Danny didn't eat the last cupcake?,Does Kimberly believe that Danny ate the last cupcake?
right,not_p,high_prior,Danny,Danny loves cake.,Fact: Danny loves cake. Sentence: Karen asks: Is Timothy right that Danny didn't eat the last cupcake? Question: Does Karen believe that Danny ate the last cupcake?,Karen asks: Is Timothy right that Danny didn't eat the last cupcake?,Does Karen believe that Danny didn't eat the last cupcake?,Does Karen believe that Danny ate the last cupcake?
confess,not_p,high_prior,Danny,Danny loves cake.,Fact: Danny loves cake. Sentence: George asks: Did Stephanie confess that Danny didn't eat the last cupcake? Question: Does George believe that Danny ate the last cupcake?,George asks: Did Stephanie confess that Danny didn't eat the last cupcake?,Does George believe that Danny didn't eat the last cupcake?,Does George believe that Danny ate the last cupcake?
confirm,not_p,high_prior,Danny,Danny loves cake.,Fact: Danny loves cake. Sentence: Cynthia asks: Did Melissa confirm that Danny didn't eat the last cupcake? Question: Does Cynthia believe that Danny ate the last cupcake?,Cynthia asks: Did Melissa confirm that Danny didn't eat the last cupcake?,Does Cynthia believe that Danny didn't eat the last cupcake?,Does Cynthia believe that Danny ate the last cupcake?
demonstrate,not_p,high_prior,Danny,Danny loves cake.,Fact: Danny loves cake. Sentence: George asks: Did Nicholas demonstrate that Danny didn't eat the last cupcake? Question: Does George believe that Danny ate the last cupcake?,George asks: Did Nicholas demonstrate that Danny didn't eat the last cupcake?,Does George believe that Danny didn't eat the last cupcake?,Does George believe that Danny ate the last cupcake?
discover,not_p,high_prior,Danny,Danny loves cake.,Fact: Danny loves cake. Sentence: Kathleen asks: Did Ryan discover that Danny didn't eat the last cupcake? Question: Does Kathleen believe that Danny ate the last cupcake?,Kathleen asks: Did Ryan discover that Danny didn't eat the last cupcake?,Does Kathleen believe that Danny didn't eat the last cupcake?,Does Kathleen believe that Danny ate the last cupcake?
establish,not_p,high_prior,Danny,Danny loves cake.,Fact: Danny loves cake. Sentence: Steven asks: Did Eric establish that Danny didn't eat the last cupcake? Question: Does Steven believe that Danny ate the last cupcake?,Steven asks: Did Eric establish that Danny didn't eat the last cupcake?,Does Steven believe that Danny didn't eat the last cupcake?,Does Steven believe that Danny ate the last cupcake?
hear,not_p,high_prior,Danny,Danny loves cake.,Fact: Danny loves cake. Sentence: Steven asks: Did Stephanie hear that Danny didn't eat the last cupcake? Question: Does Steven believe that Danny ate the last cupcake?,Steven asks: Did Stephanie hear that Danny didn't eat the last cupcake?,Does Steven believe that Danny didn't eat the last cupcake?,Does Steven believe that Danny ate the last cupcake?
inform,not_p,high_prior,Danny,Danny loves cake.,Fact: Danny loves cake. Sentence: Kimberly asks: Did Melissa inform Jane that Danny didn't eat the last cupcake? Question: Does Kimberly believe that Danny ate the last cupcake?,Kimberly asks: Did Melissa inform Jane that Danny didn't eat the last cupcake?,Does Kimberly believe that Danny didn't eat the last cupcake?,Does Kimberly believe that Danny ate the last cupcake?
know,not_p,high_prior,Danny,Danny loves cake.,Fact: Danny loves cake. Sentence: Kimberly asks: Does Stephanie know that Danny didn't eat the last cupcake? Question: Does Kimberly believe that Danny ate the last cupcake?,Kimberly asks: Does Stephanie know that Danny didn't eat the last cupcake?,Does Kimberly believe that Danny didn't eat the last cupcake?,Does Kimberly believe that Danny ate the last cupcake?
pretend,not_p,high_prior,Danny,Danny loves cake.,Fact: Danny loves cake. Sentence: Kevin asks: Did Deborah pretend that Danny didn't eat the last cupcake? Question: Does Kevin believe that Danny ate the last cupcake?,Kevin asks: Did Deborah pretend that Danny didn't eat the last cupcake?,Does Kevin believe that Danny didn't eat the last cupcake?,Does Kevin believe that Danny ate the last cupcake?
prove,not_p,high_prior,Danny,Danny loves cake.,Fact: Danny loves cake. Sentence: Christopher asks: Did Michelle prove that Danny didn't eat the last cupcake? Question: Does Christopher believe that Danny ate the last cupcake?,Christopher asks: Did Michelle prove that Danny didn't eat the last cupcake?,Does Christopher believe that Danny didn't eat the last cupcake?,Does Christopher believe that Danny ate the last cupcake?
reveal,not_p,high_prior,Danny,Danny loves cake.,Fact: Danny loves cake. Sentence: Tyler asks: Did Emily reveal that Danny didn't eat the last cupcake? Question: Does Tyler believe that Danny ate the last cupcake?,Tyler asks: Did Emily reveal that Danny didn't eat the last cupcake?,Does Tyler believe that Danny didn't eat the last cupcake?,Does Tyler believe that Danny ate the last cupcake?
say,not_p,high_prior,Danny,Danny loves cake.,Fact: Danny loves cake. Sentence: Steven asks: Did Carol say that Danny didn't eat the last cupcake? Question: Does Steven believe that Danny ate the last cupcake?,Steven asks: Did Carol say that Danny didn't eat the last cupcake?,Does Steven believe that Danny didn't eat the last cupcake?,Does Steven believe that Danny ate the last cupcake?
see,not_p,high_prior,Danny,Danny loves cake.,Fact: Danny loves cake. Sentence: Christopher asks: Did Timothy see that Danny didn't eat the last cupcake? Question: Does Christopher believe that Danny ate the last cupcake?,Christopher asks: Did Timothy see that Danny didn't eat the last cupcake?,Does Christopher believe that Danny didn't eat the last cupcake?,Does Christopher believe that Danny ate the last cupcake?
suggest,not_p,high_prior,Danny,Danny loves cake.,Fact: Danny loves cake. Sentence: Dorothy asks: Did Gary suggest that Danny didn't eat the last cupcake? Question: Does Dorothy believe that Danny ate the last cupcake?,Dorothy asks: Did Gary suggest that Danny didn't eat the last cupcake?,Does Dorothy believe that Danny didn't eat the last cupcake?,Does Dorothy believe that Danny ate the last cupcake?
think,not_p,high_prior,Danny,Danny loves cake.,Fact: Danny loves cake. Sentence: Kimberly asks: Does Stephanie think that Danny didn't eat the last cupcake? Question: Does Kimberly believe that Danny ate the last cupcake?,Kimberly asks: Does Stephanie think that Danny didn't eat the last cupcake?,Does Kimberly believe that Danny didn't eat the last cupcake?,Does Kimberly believe that Danny ate the last cupcake?
acknowledge,not_p,high_prior,Grace,Grace loves her sister.,Fact: Grace loves her sister. Sentence: Cynthia asks: Did Gary acknowledge that Grace didn't visit her sister? Question: Does Cynthia believe that Grace visited her sister?,Cynthia asks: Did Gary acknowledge that Grace didn't visit her sister?,Does Cynthia believe that Grace didn't visit her sister?,Does Cynthia believe that Grace visited her sister?
admit,not_p,high_prior,Grace,Grace loves her sister.,Fact: Grace loves her sister. Sentence: Kevin asks: Did Stephanie admit that Grace didn't visit her sister? Question: Does Kevin believe that Grace visited her sister?,Kevin asks: Did Stephanie admit that Grace didn't visit her sister?,Does Kevin believe that Grace didn't visit her sister?,Does Kevin believe that Grace visited her sister?
announce,not_p,high_prior,Grace,Grace loves her sister.,Fact: Grace loves her sister. Sentence: Karen asks: Did Ryan announce that Grace didn't visit her sister? Question: Does Karen believe that Grace visited her sister?,Karen asks: Did Ryan announce that Grace didn't visit her sister?,Does Karen believe that Grace didn't visit her sister?,Does Karen believe that Grace visited her sister?
annoyed,not_p,high_prior,Grace,Grace loves her sister.,Fact: Grace loves her sister. Sentence: Lisa asks: Is Amanda annoyed that Grace didn't visit her sister? Question: Does Lisa believe that Grace visited her sister?,Lisa asks: Is Amanda annoyed that Grace didn't visit her sister?,Does Lisa believe that Grace didn't visit her sister?,Does Lisa believe that Grace visited her sister?
right,not_p,high_prior,Grace,Grace loves her sister.,Fact: Grace loves her sister. Sentence: Kathleen asks: Is Deborah right that Grace didn't visit her sister? Question: Does Kathleen believe that Grace visited her sister?,Kathleen asks: Is Deborah right that Grace didn't visit her sister?,Does Kathleen believe that Grace didn't visit her sister?,Does Kathleen believe that Grace visited her sister?
confess,not_p,high_prior,Grace,Grace loves her sister.,Fact: Grace loves her sister. Sentence: Christopher asks: Did Amanda confess that Grace didn't visit her sister? Question: Does Christopher believe that Grace visited her sister?,Christopher asks: Did Amanda confess that Grace didn't visit her sister?,Does Christopher believe that Grace didn't visit her sister?,Does Christopher believe that Grace visited her sister?
confirm,not_p,high_prior,Grace,Grace loves her sister.,Fact: Grace loves her sister. Sentence: Lisa asks: Did Jason confirm that Grace didn't visit her sister? Question: Does Lisa believe that Grace visited her sister?,Lisa asks: Did Jason confirm that Grace didn't visit her sister?,Does Lisa believe that Grace didn't visit her sister?,Does Lisa believe that Grace visited her sister?
demonstrate,not_p,high_prior,Grace,Grace loves her sister.,Fact: Grace loves her sister. Sentence: Kevin asks: Did Melissa demonstrate that Grace didn't visit her sister? Question: Does Kevin believe that Grace visited her sister?,Kevin asks: Did Melissa demonstrate that Grace didn't visit her sister?,Does Kevin believe that Grace didn't visit her sister?,Does Kevin believe that Grace visited her sister?
discover,not_p,high_prior,Grace,Grace loves her sister.,Fact: Grace loves her sister. Sentence: Jennifer asks: Did Ryan discover that Grace didn't visit her sister? Question: Does Jennifer believe that Grace visited her sister?,Jennifer asks: Did Ryan discover that Grace didn't visit her sister?,Does Jennifer believe that Grace didn't visit her sister?,Does Jennifer believe that Grace visited her sister?
establish,not_p,high_prior,Grace,Grace loves her sister.,Fact: Grace loves her sister. Sentence: Dorothy asks: Did Laura establish that Grace didn't visit her sister? Question: Does Dorothy believe that Grace visited her sister?,Dorothy asks: Did Laura establish that Grace didn't visit her sister?,Does Dorothy believe that Grace didn't visit her sister?,Does Dorothy believe that Grace visited her sister?
hear,not_p,high_prior,Grace,Grace loves her sister.,Fact: Grace loves her sister. Sentence: Ashley asks: Did Emily hear that Grace didn't visit her sister? Question: Does Ashley believe that Grace visited her sister?,Ashley asks: Did Emily hear that Grace didn't visit her sister?,Does Ashley believe that Grace didn't visit her sister?,Does Ashley believe that Grace visited her sister?
inform,not_p,high_prior,Grace,Grace loves her sister.,Fact: Grace loves her sister. Sentence: Paul asks: Did Eric inform Jane that Grace didn't visit her sister? Question: Does Paul believe that Grace visited her sister?,Paul asks: Did Eric inform Jane that Grace didn't visit her sister?,Does Paul believe that Grace didn't visit her sister?,Does Paul believe that Grace visited her sister?
know,not_p,high_prior,Grace,Grace loves her sister.,Fact: Grace loves her sister. Sentence: Cynthia asks: Does Carol know that Grace didn't visit her sister? Question: Does Cynthia believe that Grace visited her sister?,Cynthia asks: Does Carol know that Grace didn't visit her sister?,Does Cynthia believe that Grace didn't visit her sister?,Does Cynthia believe that Grace visited her sister?
pretend,not_p,high_prior,Grace,Grace loves her sister.,Fact: Grace loves her sister. Sentence: Dorothy asks: Did Rebecca pretend that Grace didn't visit her sister? Question: Does Dorothy believe that Grace visited her sister?,Dorothy asks: Did Rebecca pretend that Grace didn't visit her sister?,Does Dorothy believe that Grace didn't visit her sister?,Does Dorothy believe that Grace visited her sister?
prove,not_p,high_prior,Grace,Grace loves her sister.,Fact: Grace loves her sister. Sentence: Sandra asks: Did Stephanie prove that Grace didn't visit her sister? Question: Does Sandra believe that Grace visited her sister?,Sandra asks: Did Stephanie prove that Grace didn't visit her sister?,Does Sandra believe that Grace didn't visit her sister?,Does Sandra believe that Grace visited her sister?
reveal,not_p,high_prior,Grace,Grace loves her sister.,Fact: Grace loves her sister. Sentence: Kevin asks: Did Amanda reveal that Grace didn't visit her sister? Question: Does Kevin believe that Grace visited her sister?,Kevin asks: Did Amanda reveal that Grace didn't visit her sister?,Does Kevin believe that Grace didn't visit her sister?,Does Kevin believe that Grace visited her sister?
say,not_p,high_prior,Grace,Grace loves her sister.,Fact: Grace loves her sister. Sentence: Sandra asks: Did Michelle say that Grace didn't visit her sister? Question: Does Sandra believe that Grace visited her sister?,Sandra asks: Did Michelle say that Grace didn't visit her sister?,Does Sandra believe that Grace didn't visit her sister?,Does Sandra believe that Grace visited her sister?
see,not_p,high_prior,Grace,Grace loves her sister.,Fact: Grace loves her sister. Sentence: Daniel asks: Did Ryan see that Grace didn't visit her sister? Question: Does Daniel believe that Grace visited her sister?,Daniel asks: Did Ryan see that Grace didn't visit her sister?,Does Daniel believe that Grace didn't visit her sister?,Does Daniel believe that Grace visited her sister?
suggest,not_p,high_prior,Grace,Grace loves her sister.,Fact: Grace loves her sister. Sentence: Kimberly asks: Did Stephanie suggest that Grace didn't visit her sister? Question: Does Kimberly believe that Grace visited her sister?,Kimberly asks: Did Stephanie suggest that Grace didn't visit her sister?,Does Kimberly believe that Grace didn't visit her sister?,Does Kimberly believe that Grace visited her sister?
think,not_p,high_prior,Grace,Grace loves her sister.,Fact: Grace loves her sister. Sentence: Larry asks: Does Gary think that Grace didn't visit her sister? Question: Does Larry believe that Grace visited her sister?,Larry asks: Does Gary think that Grace didn't visit her sister?,Does Larry believe that Grace didn't visit her sister?,Does Larry believe that Grace visited her sister?
acknowledge,not_p,high_prior,Zoe,Zoe is a math major.,Fact: Zoe is a math major. Sentence: Tyler asks: Did Amanda acknowledge that Zoe didn't calculate the tip? Question: Does Tyler believe that Zoe calculated the tip?,Tyler asks: Did Amanda acknowledge that Zoe didn't calculate the tip?,Does Tyler believe that Zoe didn't calculate the tip?,Does Tyler believe that Zoe calculated the tip?
admit,not_p,high_prior,Zoe,Zoe is a math major.,Fact: Zoe is a math major. Sentence: Kimberly asks: Did Nicholas admit that Zoe didn't calculate the tip? Question: Does Kimberly believe that Zoe calculated the tip?,Kimberly asks: Did Nicholas admit that Zoe didn't calculate the tip?,Does Kimberly believe that Zoe didn't calculate the tip?,Does Kimberly believe that Zoe calculated the tip?
announce,not_p,high_prior,Zoe,Zoe is a math major.,Fact: Zoe is a math major. Sentence: Betty asks: Did Michelle announce that Zoe didn't calculate the tip? Question: Does Betty believe that Zoe calculated the tip?,Betty asks: Did Michelle announce that Zoe didn't calculate the tip?,Does Betty believe that Zoe didn't calculate the tip?,Does Betty believe that Zoe calculated the tip?
annoyed,not_p,high_prior,Zoe,Zoe is a math major.,Fact: Zoe is a math major. Sentence: Scott asks: Is Melissa annoyed that Zoe didn't calculate the tip? Question: Does Scott believe that Zoe calculated the tip?,Scott asks: Is Melissa annoyed that Zoe didn't calculate the tip?,Does Scott believe that Zoe didn't calculate the tip?,Does Scott believe that Zoe calculated the tip?
right,not_p,high_prior,Zoe,Zoe is a math major.,Fact: Zoe is a math major. Sentence: Cynthia asks: Is Emily right that Zoe didn't calculate the tip? Question: Does Cynthia believe that Zoe calculated the tip?,Cynthia asks: Is Emily right that Zoe didn't calculate the tip?,Does Cynthia believe that Zoe didn't calculate the tip?,Does Cynthia believe that Zoe calculated the tip?
confess,not_p,high_prior,Zoe,Zoe is a math major.,Fact: Zoe is a math major. Sentence: Ashley asks: Did Amanda confess that Zoe didn't calculate the tip? Question: Does Ashley believe that Zoe calculated the tip?,Ashley asks: Did Amanda confess that Zoe didn't calculate the tip?,Does Ashley believe that Zoe didn't calculate the tip?,Does Ashley believe that Zoe calculated the tip?
confirm,not_p,high_prior,Zoe,Zoe is a math major.,Fact: Zoe is a math major. Sentence: George asks: Did Jeffrey confirm that Zoe didn't calculate the tip? Question: Does George believe that Zoe calculated the tip?,George asks: Did Jeffrey confirm that Zoe didn't calculate the tip?,Does George believe that Zoe didn't calculate the tip?,Does George believe that Zoe calculated the tip?
demonstrate,not_p,high_prior,Zoe,Zoe is a math major.,Fact: Zoe is a math major. Sentence: Brian asks: Did Jason demonstrate that Zoe didn't calculate the tip? Question: Does Brian believe that Zoe calculated the tip?,Brian asks: Did Jason demonstrate that Zoe didn't calculate the tip?,Does Brian believe that Zoe didn't calculate the tip?,Does Brian believe that Zoe calculated the tip?
discover,not_p,high_prior,Zoe,Zoe is a math major.,Fact: Zoe is a math major. Sentence: Larry asks: Did Rebecca discover that Zoe didn't calculate the tip? Question: Does Larry believe that Zoe calculated the tip?,Larry asks: Did Rebecca discover that Zoe didn't calculate the tip?,Does Larry believe that Zoe didn't calculate the tip?,Does Larry believe that Zoe calculated the tip?
establish,not_p,high_prior,Zoe,Zoe is a math major.,Fact: Zoe is a math major. Sentence: George asks: Did Deborah establish that Zoe didn't calculate the tip? Question: Does George believe that Zoe calculated the tip?,George asks: Did Deborah establish that Zoe didn't calculate the tip?,Does George believe that Zoe didn't calculate the tip?,Does George believe that Zoe calculated the tip?
hear,not_p,high_prior,Zoe,Zoe is a math major.,Fact: Zoe is a math major. Sentence: Scott asks: Did Melissa hear that Zoe didn't calculate the tip? Question: Does Scott believe that Zoe calculated the tip?,Scott asks: Did Melissa hear that Zoe didn't calculate the tip?,Does Scott believe that Zoe didn't calculate the tip?,Does Scott believe that Zoe calculated the tip?
inform,not_p,high_prior,Zoe,Zoe is a math major.,Fact: Zoe is a math major. Sentence: Kevin asks: Did Jacob inform Jane that Zoe didn't calculate the tip? Question: Does Kevin believe that Zoe calculated the tip?,Kevin asks: Did Jacob inform Jane that Zoe didn't calculate the tip?,Does Kevin believe that Zoe didn't calculate the tip?,Does Kevin believe that Zoe calculated the tip?
know,not_p,high_prior,Zoe,Zoe is a math major.,Fact: Zoe is a math major. Sentence: Paul asks: Does Rebecca know that Zoe didn't calculate the tip? Question: Does Paul believe that Zoe calculated the tip?,Paul asks: Does Rebecca know that Zoe didn't calculate the tip?,Does Paul believe that Zoe didn't calculate the tip?,Does Paul believe that Zoe calculated the tip?
pretend,not_p,high_prior,Zoe,Zoe is a math major.,Fact: Zoe is a math major. Sentence: Ashley asks: Did Sharon pretend that Zoe didn't calculate the tip? Question: Does Ashley believe that Zoe calculated the tip?,Ashley asks: Did Sharon pretend that Zoe didn't calculate the tip?,Does Ashley believe that Zoe didn't calculate the tip?,Does Ashley believe that Zoe calculated the tip?
prove,not_p,high_prior,Zoe,Zoe is a math major.,Fact: Zoe is a math major. Sentence: Daniel asks: Did Stephanie prove that Zoe didn't calculate the tip? Question: Does Daniel believe that Zoe calculated the tip?,Daniel asks: Did Stephanie prove that Zoe didn't calculate the tip?,Does Daniel believe that Zoe didn't calculate the tip?,Does Daniel believe that Zoe calculated the tip?
reveal,not_p,high_prior,Zoe,Zoe is a math major.,Fact: Zoe is a math major. Sentence: Paul asks: Did Amanda reveal that Zoe didn't calculate the tip? Question: Does Paul believe that Zoe calculated the tip?,Paul asks: Did Amanda reveal that Zoe didn't calculate the tip?,Does Paul believe that Zoe didn't calculate the tip?,Does Paul believe that Zoe calculated the tip?
say,not_p,high_prior,Zoe,Zoe is a math major.,Fact: Zoe is a math major. Sentence: Cynthia asks: Did Sharon say that Zoe didn't calculate the tip? Question: Does Cynthia believe that Zoe calculated the tip?,Cynthia asks: Did Sharon say that Zoe didn't calculate the tip?,Does Cynthia believe that Zoe didn't calculate the tip?,Does Cynthia believe that Zoe calculated the tip?
see,not_p,high_prior,Zoe,Zoe is a math major.,Fact: Zoe is a math major. Sentence: Nancy asks: Did Jason see that Zoe didn't calculate the tip? Question: Does Nancy believe that Zoe calculated the tip?,Nancy asks: Did Jason see that Zoe didn't calculate the tip?,Does Nancy believe that Zoe didn't calculate the tip?,Does Nancy believe that Zoe calculated the tip?
suggest,not_p,high_prior,Zoe,Zoe is a math major.,Fact: Zoe is a math major. Sentence: Betty asks: Did Gary suggest that Zoe didn't calculate the tip? Question: Does Betty believe that Zoe calculated the tip?,Betty asks: Did Gary suggest that Zoe didn't calculate the tip?,Does Betty believe that Zoe didn't calculate the tip?,Does Betty believe that Zoe calculated the tip?
think,not_p,high_prior,Zoe,Zoe is a math major.,Fact: Zoe is a math major. Sentence: Edward asks: Does Jeffrey think that Zoe didn't calculate the tip? Question: Does Edward believe that Zoe calculated the tip?,Edward asks: Does Jeffrey think that Zoe didn't calculate the tip?,Does Edward believe that Zoe didn't calculate the tip?,Does Edward believe that Zoe calculated the tip?
acknowledge,not_p,high_prior,Frank,Frank has always wanted a pet.,Fact: Frank has always wanted a pet. Sentence: Steven asks: Did Gary acknowledge that Frank didn't get a cat? Question: Does Steven believe that Frank got a cat?,Steven asks: Did Gary acknowledge that Frank didn't get a cat?,Does Steven believe that Frank didn't get a cat?,Does Steven believe that Frank got a cat?
admit,not_p,high_prior,Frank,Frank has always wanted a pet.,Fact: Frank has always wanted a pet. Sentence: Kathleen asks: Did Jacob admit that Frank didn't get a cat? Question: Does Kathleen believe that Frank got a cat?,Kathleen asks: Did Jacob admit that Frank didn't get a cat?,Does Kathleen believe that Frank didn't get a cat?,Does Kathleen believe that Frank got a cat?
announce,not_p,high_prior,Frank,Frank has always wanted a pet.,Fact: Frank has always wanted a pet. Sentence: Steven asks: Did Michelle announce that Frank didn't get a cat? Question: Does Steven believe that Frank got a cat?,Steven asks: Did Michelle announce that Frank didn't get a cat?,Does Steven believe that Frank didn't get a cat?,Does Steven believe that Frank got a cat?
annoyed,not_p,high_prior,Frank,Frank has always wanted a pet.,Fact: Frank has always wanted a pet. Sentence: Jennifer asks: Is Jacob annoyed that Frank didn't get a cat? Question: Does Jennifer believe that Frank got a cat?,Jennifer asks: Is Jacob annoyed that Frank didn't get a cat?,Does Jennifer believe that Frank didn't get a cat?,Does Jennifer believe that Frank got a cat?
right,not_p,high_prior,Frank,Frank has always wanted a pet.,Fact: Frank has always wanted a pet. Sentence: Kenneth asks: Is Stephanie right that Frank didn't get a cat? Question: Does Kenneth believe that Frank got a cat?,Kenneth asks: Is Stephanie right that Frank didn't get a cat?,Does Kenneth believe that Frank didn't get a cat?,Does Kenneth believe that Frank got a cat?
confess,not_p,high_prior,Frank,Frank has always wanted a pet.,Fact: Frank has always wanted a pet. Sentence: Brian asks: Did Rebecca confess that Frank didn't get a cat? Question: Does Brian believe that Frank got a cat?,Brian asks: Did Rebecca confess that Frank didn't get a cat?,Does Brian believe that Frank didn't get a cat?,Does Brian believe that Frank got a cat?
confirm,not_p,high_prior,Frank,Frank has always wanted a pet.,Fact: Frank has always wanted a pet. Sentence: Lisa asks: Did Gary confirm that Frank didn't get a cat? Question: Does Lisa believe that Frank got a cat?,Lisa asks: Did Gary confirm that Frank didn't get a cat?,Does Lisa believe that Frank didn't get a cat?,Does Lisa believe that Frank got a cat?
demonstrate,not_p,high_prior,Frank,Frank has always wanted a pet.,Fact: Frank has always wanted a pet. Sentence: Daniel asks: Did Michelle demonstrate that Frank didn't get a cat? Question: Does Daniel believe that Frank got a cat?,Daniel asks: Did Michelle demonstrate that Frank didn't get a cat?,Does Daniel believe that Frank didn't get a cat?,Does Daniel believe that Frank got a cat?
discover,not_p,high_prior,Frank,Frank has always wanted a pet.,Fact: Frank has always wanted a pet. Sentence: Kimberly asks: Did Sharon discover that Frank didn't get a cat? Question: Does Kimberly believe that Frank got a cat?,Kimberly asks: Did Sharon discover that Frank didn't get a cat?,Does Kimberly believe that Frank didn't get a cat?,Does Kimberly believe that Frank got a cat?
establish,not_p,high_prior,Frank,Frank has always wanted a pet.,Fact: Frank has always wanted a pet. Sentence: Paul asks: Did Jacob establish that Frank didn't get a cat? Question: Does Paul believe that Frank got a cat?,Paul asks: Did Jacob establish that Frank didn't get a cat?,Does Paul believe that Frank didn't get a cat?,Does Paul believe that Frank got a cat?
hear,not_p,high_prior,Frank,Frank has always wanted a pet.,Fact: Frank has always wanted a pet. Sentence: Nancy asks: Did Carol hear that Frank didn't get a cat? Question: Does Nancy believe that Frank got a cat?,Nancy asks: Did Carol hear that Frank didn't get a cat?,Does Nancy believe that Frank didn't get a cat?,Does Nancy believe that Frank got a cat?
inform,not_p,high_prior,Frank,Frank has always wanted a pet.,Fact: Frank has always wanted a pet. Sentence: Edward asks: Did Ryan inform Jane that Frank didn't get a cat? Question: Does Edward believe that Frank got a cat?,Edward asks: Did Ryan inform Jane that Frank didn't get a cat?,Does Edward believe that Frank didn't get a cat?,Does Edward believe that Frank got a cat?
