verb,embedded_type,prior_type,item,prior,prompt,target,question,alt_question
acknowledge,p,low_prior,Sophia,Sophia is a high end fashion model.,Fact: Sophia is a high end fashion model. Sentence: Paul asks: Did Carol acknowledge that Sophia got a tattoo? Question: Is Paul certain that Sophia got a tattoo?,Paul asks: Did Carol acknowledge that Sophia got a tattoo?,Is Paul certain that Sophia got a tattoo?,Is Paul certain that Sophia didn't get a tattoo?
admit,p,low_prior,Sophia,Sophia is a high end fashion model.,Fact: Sophia is a high end fashion model. Sentence: Dorothy asks: Did Gary admit that Sophia got a tattoo? Question: Is Dorothy certain that Sophia got a tattoo?,Dorothy asks: Did Gary admit that Sophia got a tattoo?,Is Dorothy certain that Sophia got a tattoo?,Is Dorothy certain that Sophia didn't get a tattoo?
announce,p,low_prior,Sophia,Sophia is a high end fashion model.,Fact: Sophia is a high end fashion model. Sentence: Ashley asks: Did Michelle announce that Sophia got a tattoo? Question: Is Ashley certain that Sophia got a tattoo?,Ashley asks: Did Michelle announce that Sophia got a tattoo?,Is Ashley certain that Sophia got a tattoo?,Is Ashley certain that Sophia didn't get a tattoo?
annoyed,p,low_prior,Sophia,Sophia is a high end fashion model.,Fact: Sophia is a high end fashion model. Sentence: Daniel asks: Is Jonathan annoyed that Sophia got a tattoo? Question: Is Daniel certain that Sophia got a tattoo?,Daniel asks: Is Jonathan annoyed that Sophia got a tattoo?,Is Daniel certain that Sophia got a tattoo?,Is Daniel certain that Sophia didn't get a tattoo?
right,p,low_prior,Sophia,Sophia is a high end fashion model.,Fact: Sophia is a high end fashion model. Sentence: Kimberly asks: Is Jason right that Sophia got a tattoo? Question: Is Kimberly certain that Sophia got a tattoo?,Kimberly asks: Is Jason right that Sophia got a tattoo?,Is Kimberly certain that Sophia got a tattoo?,Is Kimberly certain that Sophia didn't get a tattoo?
confess,p,low_prior,Sophia,Sophia is a high end fashion model.,Fact: Sophia is a high end fashion model. Sentence: Ashley asks: Did Amanda confess that Sophia got a tattoo? Question: Is Ashley certain that Sophia got a tattoo?,Ashley asks: Did Amanda confess that Sophia got a tattoo?,Is Ashley certain that Sophia got a tattoo?,Is Ashley certain that Sophia didn't get a tattoo?
confirm,p,low_prior,Sophia,Sophia is a high end fashion model.,Fact: Sophia is a high end fashion model. Sentence: Kimberly asks: Did Carol confirm that Sophia got a tattoo? Question: Is Kimberly certain that Sophia got a tattoo?,Kimberly asks: Did Carol confirm that Sophia got a tattoo?,Is Kimberly certain that Sophia got a tattoo?,Is Kimberly certain that Sophia didn't get a tattoo?
demonstrate,p,low_prior,Sophia,Sophia is a high end fashion model.,Fact: Sophia is a high end fashion model. Sentence: Dorothy asks: Did Deborah demonstrate that Sophia got a tattoo? Question: Is Dorothy certain that Sophia got a tattoo?,Dorothy asks: Did Deborah demonstrate that Sophia got a tattoo?,Is Dorothy certain that Sophia got a tattoo?,Is Dorothy certain that Sophia didn't get a tattoo?
discover,p,low_prior,Sophia,Sophia is a high end fashion model.,Fact: Sophia is a high end fashion model. Sentence: Daniel asks: Did Nicholas discover that Sophia got a tattoo? Question: Is Daniel certain that Sophia got a tattoo?,Daniel asks: Did Nicholas discover that Sophia got a tattoo?,Is Daniel certain that Sophia got a tattoo?,Is Daniel certain that Sophia didn't get a tattoo?
establish,p,low_prior,Sophia,Sophia is a high end fashion model.,Fact: Sophia is a high end fashion model. Sentence: Ashley asks: Did Jacob establish that Sophia got a tattoo? Question: Is Ashley certain that Sophia got a tattoo?,Ashley asks: Did Jacob establish that Sophia got a tattoo?,Is Ashley certain that Sophia got a tattoo?,Is Ashley certain that Sophia didn't get a tattoo?
hear,p,low_prior,Sophia,Sophia is a high end fashion model.,Fact: Sophia is a high end fashion model. Sentence: Kenneth asks: Did Stephanie hear that Sophia got a tattoo? Question: Is Kenneth certain that Sophia got a tattoo?,Kenneth asks: Did Stephanie hear that Sophia got a tattoo?,Is Kenneth certain that Sophia got a tattoo?,Is Kenneth certain that Sophia didn't get a tattoo?
inform,p,low_prior,Sophia,Sophia is a high end fashion model.,Fact: Sophia is a high end fashion model. Sentence: Edward asks: Did Carol inform Jane that Sophia got a tattoo? Question: Is Edward certain that Sophia got a tattoo?,Edward asks: Did Carol inform Jane that Sophia got a tattoo?,Is Edward certain that Sophia got a tattoo?,Is Edward certain that Sophia didn't get a tattoo?
know,p,low_prior,Sophia,Sophia is a high end fashion model.,Fact: Sophia is a high end fashion model. Sentence: Donna asks: Does Ryan know that Sophia got a tattoo? Question: Is Donna certain that Sophia got a tattoo?,Donna asks: Does Ryan know that Sophia got a tattoo?,Is Donna certain that Sophia got a tattoo?,Is Donna certain that Sophia didn't get a tattoo?
pretend,p,low_prior,Sophia,Sophia is a high end fashion model.,Fact: Sophia is a high end fashion model. Sentence: Larry asks: Did Laura pretend that Sophia got a tattoo? Question: Is Larry certain that Sophia got a tattoo?,Larry asks: Did Laura pretend that Sophia got a tattoo?,Is Larry certain that Sophia got a tattoo?,Is Larry certain that Sophia didn't get a tattoo?
prove,p,low_prior,Sophia,Sophia is a high end fashion model.,Fact: Sophia is a high end fashion model. Sentence: Steven asks: Did Laura prove that Sophia got a tattoo? Question: Is Steven certain that Sophia got a tattoo?,Steven asks: Did Laura prove that Sophia got a tattoo?,Is Steven certain that Sophia got a tattoo?,Is Steven certain that Sophia didn't get a tattoo?
reveal,p,low_prior,Sophia,Sophia is a high end fashion model.,Fact: Sophia is a high end fashion model. Sentence: Paul asks: Did Sharon reveal that Sophia got a tattoo? Question: Is Paul certain that Sophia got a tattoo?,Paul asks: Did Sharon reveal that Sophia got a tattoo?,Is Paul certain that Sophia got a tattoo?,Is Paul certain that Sophia didn't get a tattoo?
say,p,low_prior,Sophia,Sophia is a high end fashion model.,Fact: Sophia is a high end fashion model. Sentence: Kimberly asks: Did Ryan say that Sophia got a tattoo? Question: Is Kimberly certain that Sophia got a tattoo?,Kimberly asks: Did Ryan say that Sophia got a tattoo?,Is Kimberly certain that Sophia got a tattoo?,Is Kimberly certain that Sophia didn't get a tattoo?
see,p,low_prior,Sophia,Sophia is a high end fashion model.,Fact: Sophia is a high end fashion model. Sentence: Larry asks: Did Laura see that Sophia got a tattoo? Question: Is Larry certain that Sophia got a tattoo?,Larry asks: Did Laura see that Sophia got a tattoo?,Is Larry certain that Sophia got a tattoo?,Is Larry certain that Sophia didn't get a tattoo?
suggest,p,low_prior,Sophia,Sophia is a high end fashion model.,Fact: Sophia is a high end fashion model. Sentence: George asks: Did Michelle suggest that Sophia got a tattoo? Question: Is George certain that Sophia got a tattoo?,George asks: Did Michelle suggest that Sophia got a tattoo?,Is George certain that Sophia got a tattoo?,Is George certain that Sophia didn't get a tattoo?
think,p,low_prior,Sophia,Sophia is a high end fashion model.,Fact: Sophia is a high end fashion model. Sentence: Kimberly asks: Does Laura think that Sophia got a tattoo? Question: Is Kimberly certain that Sophia got a tattoo?,Kimberly asks: Does Laura think that Sophia got a tattoo?,Is Kimberly certain that Sophia got a tattoo?,Is Kimberly certain that Sophia didn't get a tattoo?
polar,p,low_prior,Sophia,Sophia is a high end fashion model.,Fact: Sophia is a high end fashion model. Sentence: Larry asks: Did Sophia get a tattoo? Question: Is Larry certain that Sophia got a tattoo?,Larry asks: Did Sophia get a tattoo?,Is Larry certain that Sophia got a tattoo?,
acknowledge,not_p,high_prior,Mary,Mary is taking a prenatal yoga class.,Fact: Mary is taking a prenatal yoga class. Sentence: Tyler asks: Did Sharon acknowledge that Mary is not pregnant? Question: Is Tyler certain that Mary is not pregnant?,Tyler asks: Did Sharon acknowledge that Mary is not pregnant?,Is Tyler certain that Mary is not pregnant?,Is Tyler certain that Mary is pregnant?
admit,not_p,high_prior,Mary,Mary is taking a prenatal yoga class.,Fact: Mary is taking a prenatal yoga class. Sentence: Tyler asks: Did Jacob admit that Mary is not pregnant? Question: Is Tyler certain that Mary is not pregnant?,Tyler asks: Did Jacob admit that Mary is not pregnant?,Is Tyler certain that Mary is not pregnant?,Is Tyler certain that Mary is pregnant?
announce,not_p,high_prior,Mary,Mary is taking a prenatal yoga class.,Fact: Mary is taking a prenatal yoga class. Sentence: Nancy asks: Did Jonathan announce that Mary is not pregnant? Question: Is Nancy certain that Mary is not pregnant?,Nancy asks: Did Jonathan announce that Mary is not pregnant?,Is Nancy certain that Mary is not pregnant?,Is Nancy certain that Mary is pregnant?
annoyed,not_p,high_prior,Mary,Mary is taking a prenatal yoga class.,Fact: Mary is taking a prenatal yoga class. Sentence: Tyler asks: Is Ryan annoyed that Mary is not pregnant? Question: Is Tyler certain that Mary is not pregnant?,Tyler asks: Is Ryan annoyed that Mary is not pregnant?,Is Tyler certain that Mary is not pregnant?,Is Tyler certain that Mary is pregnant?
right,not_p,high_prior,Mary,Mary is taking a prenatal yoga class.,Fact: Mary is taking a prenatal yoga class. Sentence: Paul asks: Is Ryan right that Mary is not pregnant? Question: Is Paul certain that Mary is not pregnant?,Paul asks: Is Ryan right that Mary is not pregnant?,Is Paul certain that Mary is not pregnant?,Is Paul certain that Mary is pregnant?
confess,not_p,high_prior,Mary,Mary is taking a prenatal yoga class.,Fact: Mary is taking a prenatal yoga class. Sentence: Paul asks: Did Ryan confess that Mary is not pregnant? Question: Is Paul certain that Mary is not pregnant?,Paul asks: Did Ryan confess that Mary is not pregnant?,Is Paul certain that Mary is not pregnant?,Is Paul certain that Mary is pregnant?
confirm,not_p,high_prior,Mary,Mary is taking a prenatal yoga class.,Fact: Mary is taking a prenatal yoga class. Sentence: George asks: Did Melissa confirm that Mary is not pregnant? Question: Is George certain that Mary is not pregnant?,George asks: Did Melissa confirm that Mary is not pregnant?,Is George certain that Mary is not pregnant?,Is George certain that Mary is pregnant?
demonstrate,not_p,high_prior,Mary,Mary is taking a prenatal yoga class.,Fact: Mary is taking a prenatal yoga class. Sentence: Ashley asks: Did Ronald demonstrate that Mary is not pregnant? Question: Is Ashley certain that Mary is not pregnant?,Ashley asks: Did Ronald demonstrate that Mary is not pregnant?,Is Ashley certain that Mary is not pregnant?,Is Ashley certain that Mary is pregnant?
discover,not_p,high_prior,Mary,Mary is taking a prenatal yoga class.,Fact: Mary is taking a prenatal yoga class. Sentence: Kenneth asks: Did Rebecca discover that Mary is not pregnant? Question: Is Kenneth certain that Mary is not pregnant?,Kenneth asks: Did Rebecca discover that Mary is not pregnant?,Is Kenneth certain that Mary is not pregnant?,Is Kenneth certain that Mary is pregnant?
establish,not_p,high_prior,Mary,Mary is taking a prenatal yoga class.,Fact: Mary is taking a prenatal yoga class. Sentence: Jennifer asks: Did Sharon establish that Mary is not pregnant? Question: Is Jennifer certain that Mary is not pregnant?,Jennifer asks: Did Sharon establish that Mary is not pregnant?,Is Jennifer certain that Mary is not pregnant?,Is Jennifer certain that Mary is pregnant?
hear,not_p,high_prior,Mary,Mary is taking a prenatal yoga class.,Fact: Mary is taking a prenatal yoga class. Sentence: Brian asks: Did Gary hear that Mary is not pregnant? Question: Is Brian certain that Mary is not pregnant?,Brian asks: Did Gary hear that Mary is not pregnant?,Is Brian certain that Mary is not pregnant?,Is Brian certain that Mary is pregnant?
inform,not_p,high_prior,Mary,Mary is taking a prenatal yoga class.,Fact: Mary is taking a prenatal yoga class. Sentence: Tyler asks: Did Deborah inform Jane that Mary is not pregnant? Question: Is Tyler certain that Mary is not pregnant?,Tyler asks: Did Deborah inform Jane that Mary is not pregnant?,Is Tyler certain that Mary is not pregnant?,Is Tyler certain that Mary is pregnant?
know,not_p,high_prior,Mary,Mary is taking a prenatal yoga class.,Fact: Mary is taking a prenatal yoga class. Sentence: Kenneth asks: Does Rebecca know that Mary is not pregnant? Question: Is Kenneth certain that Mary is not pregnant?,Kenneth asks: Does Rebecca know that Mary is not pregnant?,Is Kenneth certain that Mary is not pregnant?,Is Kenneth certain that Mary is pregnant?
pretend,not_p,high_prior,Mary,Mary is taking a prenatal yoga class.,Fact: Mary is taking a prenatal yoga class. Sentence: Kenneth asks: Did Ryan pretend that Mary is not pregnant? Question: Is Kenneth certain that Mary is not pregnant?,Kenneth asks: Did Ryan pretend that Mary is not pregnant?,Is Kenneth certain that Mary is not pregnant?,Is Kenneth certain that Mary is pregnant?
prove,not_p,high_prior,Mary,Mary is taking a prenatal yoga class.,Fact: Mary is taking a prenatal yoga class. Sentence: Kenneth asks: Did Amanda prove that Mary is not pregnant? Question: Is Kenneth certain that Mary is not pregnant?,Kenneth asks: Did Amanda prove that Mary is not pregnant?,Is Kenneth certain that Mary is not pregnant?,Is Kenneth certain that Mary is pregnant?
reveal,not_p,high_prior,Mary,Mary is taking a prenatal yoga class.,Fact: Mary is taking a prenatal yoga class. Sentence: Cynthia asks: Did Rebecca reveal that Mary is not pregnant? Question: Is Cynthia certain that Mary is not pregnant?,Cynthia asks: Did Rebecca reveal that Mary is not pregnant?,Is Cynthia certain that Mary is not pregnant?,Is Cynthia certain that Mary is pregnant?
say,not_p,high_prior,Mary,Mary is taking a prenatal yoga class.,Fact: Mary is taking a prenatal yoga class. Sentence: Jennifer asks: Did Amanda say that Mary is not pregnant? Question: Is Jennifer certain that Mary is not pregnant?,Jennifer asks: Did Amanda say that Mary is not pregnant?,Is Jennifer certain that Mary is not pregnant?,Is Jennifer certain that Mary is pregnant?
see,not_p,high_prior,Mary,Mary is taking a prenatal yoga class.,Fact: Mary is taking a prenatal yoga class. Sentence: Kimberly asks: Did Deborah see that Mary is not pregnant? Question: Is Kimberly certain that Mary is not pregnant?,Kimberly asks: Did Deborah see that Mary is not pregnant?,Is Kimberly certain that Mary is not pregnant?,Is Kimberly certain that Mary is pregnant?
suggest,not_p,high_prior,Mary,Mary is taking a prenatal yoga class.,Fact: Mary is taking a prenatal yoga class. Sentence: Kimberly asks: Did Rebecca suggest that Mary is not pregnant? Question: Is Kimberly certain that Mary is not pregnant?,Kimberly asks: Did Rebecca suggest that Mary is not pregnant?,Is Kimberly certain that Mary is not pregnant?,Is Kimberly certain that Mary is pregnant?
think,not_p,high_prior,Mary,Mary is taking a prenatal yoga class.,Fact: Mary is taking a prenatal yoga class. Sentence: Paul asks: Does Carol think that Mary is not pregnant? Question: Is Paul certain that Mary is not pregnant?,Paul asks: Does Carol think that Mary is not pregnant?,Is Paul certain that Mary is not pregnant?,Is Paul certain that Mary is pregnant?
polar,not_p,high_prior,Mary,Mary is taking a prenatal yoga class.,Fact: Mary is taking a prenatal yoga class. Sentence: Kenneth asks: Is Mary pregnant? Question: Is Kenneth certain that Mary is not pregnant?,Kenneth asks: Is Mary pregnant?,Is Kenneth certain that Mary is not pregnant?,
acknowledge,not_p,high_prior,Josie,Josie loves France.,Fact: Josie loves France. Sentence: Brian asks: Did Carol acknowledge that Josie didn't go on vacation to France? Question: Is Brian certain that Josie didn't go on vacation to France?,Brian asks: Did Carol acknowledge that Josie didn't go on vacation to France?,Is Brian certain that Josie didn't go on vacation to France?,Is Brian certain that Josie went on vacation to France?
admit,not_p,high_prior,Josie,Josie loves France.,Fact: Josie loves France. Sentence: George asks: Did Timothy admit that Josie didn't go on vacation to France? Question: Is George certain that Josie didn't go on vacation to France?,George asks: Did Timothy admit that Josie didn't go on vacation to France?,Is George certain that Josie didn't go on vacation to France?,Is George certain that Josie went on vacation to France?
announce,not_p,high_prior,Josie,Josie loves France.,Fact: Josie loves France. Sentence: Karen asks: Did Nicholas announce that Josie didn't go on vacation to France? Question: Is Karen certain that Josie didn't go on vacation to France?,Karen asks: Did Nicholas announce that Josie didn't go on vacation to France?,Is Karen certain that Josie didn't go on vacation to France?,Is Karen certain that Josie went on vacation to France?
annoyed,not_p,high_prior,Josie,Josie loves France.,Fact: Josie loves France. Sentence: Edward asks: Is Gary annoyed that Josie didn't go on vacation to France? Question: Is Edward certain that Josie didn't go on vacation to France?,Edward asks: Is Gary annoyed that Josie didn't go on vacation to France?,Is Edward certain that Josie didn't go on vacation to France?,Is Edward certain that Josie went on vacation to France?
right,not_p,high_prior,Josie,Josie loves France.,Fact: Josie loves France. Sentence: Tyler asks: Is Jacob right that Josie didn't go on vacation to France? Question: Is Tyler certain that Josie didn't go on vacation to France?,Tyler asks: Is Jacob right that Josie didn't go on vacation to France?,Is Tyler certain that Josie didn't go on vacation to France?,Is Tyler certain that Josie went on vacation to France?
confess,not_p,high_prior,Josie,Josie loves France.,Fact: Josie loves France. Sentence: Lisa asks: Did Gary confess that Josie didn't go on vacation to France? Question: Is Lisa certain that Josie didn't go on vacation to France?,Lisa asks: Did Gary confess that Josie didn't go on vacation to France?,Is Lisa certain that Josie didn't go on vacation to France?,Is Lisa certain that Josie went on vacation to France?
confirm,not_p,high_prior,Josie,Josie loves France.,Fact: Josie loves France. Sentence: Daniel asks: Did Deborah confirm that Josie didn't go on vacation to France? Question: Is Daniel certain that Josie didn't go on vacation to France?,Daniel asks: Did Deborah confirm that Josie didn't go on vacation to France?,Is Daniel certain that Josie didn't go on vacation to France?,Is Daniel certain that Josie went on vacation to France?
demonstrate,not_p,high_prior,Josie,Josie loves France.,Fact: Josie loves France. Sentence: Daniel asks: Did Amanda demonstrate that Josie didn't go on vacation to France? Question: Is Daniel certain that Josie didn't go on vacation to France?,Daniel asks: Did Amanda demonstrate that Josie didn't go on vacation to France?,Is Daniel certain that Josie didn't go on vacation to France?,Is Daniel certain that Josie went on vacation to France?
discover,not_p,high_prior,Josie,Josie loves France.,Fact: Josie loves France. Sentence: Brian asks: Did Laura discover that Josie didn't go on vacation to France? Question: Is Brian certain that Josie didn't go on vacation to France?,Brian asks: Did Laura discover that Josie didn't go on vacation to France?,Is Brian certain that Josie didn't go on vacation to France?,Is Brian certain that Josie went on vacation to France?
establish,not_p,high_prior,Josie,Josie loves France.,Fact: Josie loves France. Sentence: Paul asks: Did Laura establish that Josie didn't go on vacation to France? Question: Is Paul certain that Josie didn't go on vacation to France?,Paul asks: Did Laura establish that Josie didn't go on vacation to France?,Is Paul certain that Josie didn't go on vacation to France?,Is Paul certain that Josie went on vacation to France?
hear,not_p,high_prior,Josie,Josie loves France.,Fact: Josie loves France. Sentence: Scott asks: Did Jacob hear that Josie didn't go on vacation to France? Question: Is Scott certain that Josie didn't go on vacation to France?,Scott asks: Did Jacob hear that Josie didn't go on vacation to France?,Is Scott certain that Josie didn't go on vacation to France?,Is Scott certain that Josie went on vacation to France?
inform,not_p,high_prior,Josie,Josie loves France.,Fact: Josie loves France. Sentence: Tyler asks: Did Sharon inform Jane that Josie didn't go on vacation to France? Question: Is Tyler certain that Josie didn't go on vacation to France?,Tyler asks: Did Sharon inform Jane that Josie didn't go on vacation to France?,Is Tyler certain that Josie didn't go on vacation to France?,Is Tyler certain that Josie went on vacation to France?
know,not_p,high_prior,Josie,Josie loves France.,Fact: Josie loves France. Sentence: Christopher asks: Does Eric know that Josie didn't go on vacation to France? Question: Is Christopher certain that Josie didn't go on vacation to France?,Christopher asks: Does Eric know that Josie didn't go on vacation to France?,Is Christopher certain that Josie didn't go on vacation to France?,Is Christopher certain that Josie went on vacation to France?
pretend,not_p,high_prior,Josie,Josie loves France.,Fact: Josie loves France. Sentence: Cynthia asks: Did Rebecca pretend that Josie didn't go on vacation to France? Question: Is Cynthia certain that Josie didn't go on vacation to France?,Cynthia asks: Did Rebecca pretend that Josie didn't go on vacation to France?,Is Cynthia certain that Josie didn't go on vacation to France?,Is Cynthia certain that Josie went on vacation to France?
prove,not_p,high_prior,Josie,Josie loves France.,Fact: Josie loves France. Sentence: Ashley asks: Did Eric prove that Josie didn't go on vacation to France? Question: Is Ashley certain that Josie didn't go on vacation to France?,Ashley asks: Did Eric prove that Josie didn't go on vacation to France?,Is Ashley certain that Josie didn't go on vacation to France?,Is Ashley certain that Josie went on vacation to France?
reveal,not_p,high_prior,Josie,Josie loves France.,Fact: Josie loves France. Sentence: Nancy asks: Did Jason reveal that Josie didn't go on vacation to France? Question: Is Nancy certain that Josie didn't go on vacation to France?,Nancy asks: Did Jason reveal that Josie didn't go on vacation to France?,Is Nancy certain that Josie didn't go on vacation to France?,Is Nancy certain that Josie went on vacation to France?
say,not_p,high_prior,Josie,Josie loves France.,Fact: Josie loves France. Sentence: Christopher asks: Did Jonathan say that Josie didn't go on vacation to France? Question: Is Christopher certain that Josie didn't go on vacation to France?,Christopher asks: Did Jonathan say that Josie didn't go on vacation to France?,Is Christopher certain that Josie didn't go on vacation to France?,Is Christopher certain that Josie went on vacation to France?
see,not_p,high_prior,Josie,Josie loves France.,Fact: Josie loves France. Sentence: Dorothy asks: Did Jacob see that Josie didn't go on vacation to France? Question: Is Dorothy certain that Josie didn't go on vacation to France?,Dorothy asks: Did Jacob see that Josie didn't go on vacation to France?,Is Dorothy certain that Josie didn't go on vacation to France?,Is Dorothy certain that Josie went on vacation to France?
suggest,not_p,high_prior,Josie,Josie loves France.,Fact: Josie loves France. Sentence: Dorothy asks: Did Jonathan suggest that Josie didn't go on vacation to France? Question: Is Dorothy certain that Josie didn't go on vacation to France?,Dorothy asks: Did Jonathan suggest that Josie didn't go on vacation to France?,Is Dorothy certain that Josie didn't go on vacation to France?,Is Dorothy certain that Josie went on vacation to France?
think,not_p,high_prior,Josie,Josie loves France.,Fact: Josie loves France. Sentence: Sandra asks: Does Eric think that Josie didn't go on vacation to France? Question: Is Sandra certain that Josie didn't go on vacation to France?,Sandra asks: Does Eric think that Josie didn't go on vacation to France?,Is Sandra certain that Josie didn't go on vacation to France?,Is Sandra certain that Josie went on vacation to France?
polar,not_p,high_prior,Josie,Josie loves France.,Fact: Josie loves France. Sentence: George asks: Did Josie go on vacation to France? Question: Is George certain that Josie didn't go on vacation to France?,George asks: Did Josie go on vacation to France?,Is George certain that Josie didn't go on vacation to France?,
acknowledge,not_p,high_prior,Emma,Emma is in law school.,Fact: Emma is in law school. Sentence: Kenneth asks: Did Laura acknowledge that Emma didn't study on Saturday morning? Question: Is Kenneth certain that Emma didn't study on Saturday morning?,Kenneth asks: Did Laura acknowledge that Emma didn't study on Saturday morning?,Is Kenneth certain that Emma didn't study on Saturday morning?,Is Kenneth certain that Emma studied on Saturday morning?
admit,not_p,high_prior,Emma,Emma is in law school.,Fact: Emma is in law school. Sentence: Ashley asks: Did Ronald admit that Emma didn't study on Saturday morning? Question: Is Ashley certain that Emma didn't study on Saturday morning?,Ashley asks: Did Ronald admit that Emma didn't study on Saturday morning?,Is Ashley certain that Emma didn't study on Saturday morning?,Is Ashley certain that Emma studied on Saturday morning?
announce,not_p,high_prior,Emma,Emma is in law school.,Fact: Emma is in law school. Sentence: Karen asks: Did Eric announce that Emma didn't study on Saturday morning? Question: Is Karen certain that Emma didn't study on Saturday morning?,Karen asks: Did Eric announce that Emma didn't study on Saturday morning?,Is Karen certain that Emma didn't study on Saturday morning?,Is Karen certain that Emma studied on Saturday morning?
annoyed,not_p,high_prior,Emma,Emma is in law school.,Fact: Emma is in law school. Sentence: Steven asks: Is Carol annoyed that Emma didn't study on Saturday morning? Question: Is Steven certain that Emma didn't study on Saturday morning?,Steven asks: Is Carol annoyed that Emma didn't study on Saturday morning?,Is Steven certain that Emma didn't study on Saturday morning?,Is Steven certain that Emma studied on Saturday morning?
right,not_p,high_prior,Emma,Emma is in law school.,Fact: Emma is in law school. Sentence: Steven asks: Is Stephanie right that Emma didn't study on Saturday morning? Question: Is Steven certain that Emma didn't study on Saturday morning?,Steven asks: Is Stephanie right that Emma didn't study on Saturday morning?,Is Steven certain that Emma didn't study on Saturday morning?,Is Steven certain that Emma studied on Saturday morning?
confess,not_p,high_prior,Emma,Emma is in law school.,Fact: Emma is in law school. Sentence: Larry asks: Did Emily confess that Emma didn't study on Saturday morning? Question: Is Larry certain that Emma didn't study on Saturday morning?,Larry asks: Did Emily confess that Emma didn't study on Saturday morning?,Is Larry certain that Emma didn't study on Saturday morning?,Is Larry certain that Emma studied on Saturday morning?
confirm,not_p,high_prior,Emma,Emma is in law school.,Fact: Emma is in law school. Sentence: Steven asks: Did Amanda confirm that Emma didn't study on Saturday morning? Question: Is Steven certain that Emma didn't study on Saturday morning?,Steven asks: Did Amanda confirm that Emma didn't study on Saturday morning?,Is Steven certain that Emma didn't study on Saturday morning?,Is Steven certain that Emma studied on Saturday morning?
demonstrate,not_p,high_prior,Emma,Emma is in law school.,Fact: Emma is in law school. Sentence: Betty asks: Did Eric demonstrate that Emma didn't study on Saturday morning? Question: Is Betty certain that Emma didn't study on Saturday morning?,Betty asks: Did Eric demonstrate that Emma didn't study on Saturday morning?,Is Betty certain that Emma didn't study on Saturday morning?,Is Betty certain that Emma studied on Saturday morning?
discover,not_p,high_prior,Emma,Emma is in law school.,Fact: Emma is in law school. Sentence: George asks: Did Melissa discover that Emma didn't study on Saturday morning? Question: Is George certain that Emma didn't study on Saturday morning?,George asks: Did Melissa discover that Emma didn't study on Saturday morning?,Is George certain that Emma didn't study on Saturday morning?,Is George certain that Emma studied on Saturday morning?
establish,not_p,high_prior,Emma,Emma is in law school.,Fact: Emma is in law school. Sentence: Scott asks: Did Melissa establish that Emma didn't study on Saturday morning? Question: Is Scott certain that Emma didn't study on Saturday morning?,Scott asks: Did Melissa establish that Emma didn't study on Saturday morning?,Is Scott certain that Emma didn't study on Saturday morning?,Is Scott certain that Emma studied on Saturday morning?
hear,not_p,high_prior,Emma,Emma is in law school.,Fact: Emma is in law school. Sentence: Ashley asks: Did Amanda hear that Emma didn't study on Saturday morning? Question: Is Ashley certain that Emma didn't study on Saturday morning?,Ashley asks: Did Amanda hear that Emma didn't study on Saturday morning?,Is Ashley certain that Emma didn't study on Saturday morning?,Is Ashley certain that Emma studied on Saturday morning?
inform,not_p,high_prior,Emma,Emma is in law school.,Fact: Emma is in law school. Sentence: Larry asks: Did Jacob inform Jane that Emma didn't study on Saturday morning? Question: Is Larry certain that Emma didn't study on Saturday morning?,Larry asks: Did Jacob inform Jane that Emma didn't study on Saturday morning?,Is Larry certain that Emma didn't study on Saturday morning?,Is Larry certain that Emma studied on Saturday morning?
know,not_p,high_prior,Emma,Emma is in law school.,Fact: Emma is in law school. Sentence: Karen asks: Does Jonathan know that Emma didn't study on Saturday morning? Question: Is Karen certain that Emma didn't study on Saturday morning?,Karen asks: Does Jonathan know that Emma didn't study on Saturday morning?,Is Karen certain that Emma didn't study on Saturday morning?,Is Karen certain that Emma studied on Saturday morning?
pretend,not_p,high_prior,Emma,Emma is in law school.,Fact: Emma is in law school. Sentence: Paul asks: Did Jonathan pretend that Emma didn't study on Saturday morning? Question: Is Paul certain that Emma didn't study on Saturday morning?,Paul asks: Did Jonathan pretend that Emma didn't study on Saturday morning?,Is Paul certain that Emma didn't study on Saturday morning?,Is Paul certain that Emma studied on Saturday morning?
prove,not_p,high_prior,Emma,Emma is in law school.,Fact: Emma is in law school. Sentence: Kenneth asks: Did Carol prove that Emma didn't study on Saturday morning? Question: Is Kenneth certain that Emma didn't study on Saturday morning?,Kenneth asks: Did Carol prove that Emma didn't study on Saturday morning?,Is Kenneth certain that Emma didn't study on Saturday morning?,Is Kenneth certain that Emma studied on Saturday morning?
reveal,not_p,high_prior,Emma,Emma is in law school.,Fact: Emma is in law school. Sentence: Larry asks: Did Ryan reveal that Emma didn't study on Saturday morning? Question: Is Larry certain that Emma didn't study on Saturday morning?,Larry asks: Did Ryan reveal that Emma didn't study on Saturday morning?,Is Larry certain that Emma didn't study on Saturday morning?,Is Larry certain that Emma studied on Saturday morning?
say,not_p,high_prior,Emma,Emma is in law school.,Fact: Emma is in law school. Sentence: Lisa asks: Did Jacob say that Emma didn't study on Saturday morning? Question: Is Lisa certain that Emma didn't study on Saturday morning?,Lisa asks: Did Jacob say that Emma didn't study on Saturday morning?,Is Lisa certain that Emma didn't study on Saturday morning?,Is Lisa certain that Emma studied on Saturday morning?
