"workerid","predicate","polarity","utterance","item","speaker_response","ah_response","prior_rating"
455,"inform","neg","inform-doesnt_dance-?","Jon_L",0.77,0.71,0.235696202531646
455,"know","pos","know-dances-?","Josie_L",0.8,0.47,0.117286821705426
455,"Polar","Polar","BARE-dances-?","Jackson_H",0.8,NA,0.774965034965035
455,"think","pos","think-dances-?","Zoe_H",0.47,0.47,0.745971223021583
455,"inform","neg","inform-doesnt_dance-?","Danny_H",0.65,0.48,0.697062937062937
455,"say","neg","say-doesnt_dance-?","Grace_H",0.48,0.48,0.790144927536232
455,"think","neg","think-doesnt_dance-?","Tony_H",0.5,0.52,0.747279411764706
455,"think","neg","think-doesnt_dance-?","Isabella_L",0.82,0.84,0.125813953488372
455,"say","pos","say-dances-?","Julian_L",0.41,0.43,0.401796875
455,"know","pos","know-dances-?","Frank_H",0.98,0.61,0.67972027972028
260,"think","neg","think-doesnt_dance-?","Mary_L",0.08,0.79,0.225401459854015
260,"know","neg","know-doesnt_dance-?","Emma_H",0.98,0.52,0.680763888888889
260,"think","pos","think-dances-?","Jon_H",0.26,0.49,0.7559375
260,"say","pos","say-dances-?","Zoe_L",0.5,0.52,0.192108843537415
260,"know","pos","know-dances-?","Jackson_H",0.98,0.5,0.774965034965035
260,"say","pos","say-dances-?","Isabella_H",0.48,0.48,0.517707006369427
260,"inform","neg","inform-doesnt_dance-?","Owen_H",0.98,0.99,0.74648275862069
260,"know","pos","know-dances-?","Charley_L",0.99,0.5,0.277066666666667
260,"say","neg","say-doesnt_dance-?","Olivia_H",0.51,0.5,0.664776119402985
260,"inform","neg","inform-doesnt_dance-?","Tony_L",0.97,0.99,0.2196
260,"inform","pos","inform-dances-?","Emily_H",0.99,0.99,0.561555555555556
260,"inform","pos","inform-dances-?","Josie_L",0.99,0.98,0.117286821705426
260,"know","neg","know-doesnt_dance-?","Jayden_L",0.97,0.52,0.1756
260,"Polar","Polar","BARE-dances-?","Frank_H",0.5,NA,0.67972027972028
260,"say","neg","say-doesnt_dance-?","Julian_L",0.48,0.52,0.401796875
260,"think","neg","think-doesnt_dance-?","Grace_H",0.49,0.5,0.790144927536232
260,"think","pos","think-dances-?","Josh_L",0.04,0.04,0.236917293233083
260,"Polar","Polar","BARE-dances-?","Danny_L",0.52,NA,0.27993006993007
346,"know","pos","know-dances-?","Emily_L",1,0,0.151655629139073
346,"know","neg","know-doesnt_dance-?","Emma_L",1,0.85,0.323098591549296
346,"think","pos","think-dances-?","Grace_L",0,0.89,0.24777027027027
346,"Polar","Polar","BARE-dances-?","Frank_L",0.33,NA,0.16965034965035
346,"Polar","Polar","BARE-dances-?","Tony_H",1,NA,0.747279411764706
346,"inform","neg","inform-doesnt_dance-?","Charley_L",1,1,0.277066666666667
346,"inform","pos","inform-dances-?","Mary_H",1,1,0.815167785234899
346,"know","pos","know-dances-?","Owen_H",1,0.05,0.74648275862069
346,"say","pos","say-dances-?","Julian_H",0.42,1,0.599493670886076
346,"think","neg","think-doesnt_dance-?","Olivia_L",0,0.91,0.210592105263158
346,"think","neg","think-doesnt_dance-?","Jon_H",0,0.92,0.7559375
346,"say","neg","say-doesnt_dance-?","Isabella_H",0.31,1,0.517707006369427
346,"say","neg","say-doesnt_dance-?","Jayden_L",1,0.99,0.1756
346,"inform","pos","inform-dances-?","Zoe_L",0.7,0.96,0.192108843537415
346,"say","pos","say-dances-?","Josie_L",0,0.98,0.117286821705426
346,"know","neg","know-doesnt_dance-?","Josh_H",0.99,0.3,0.544575163398693
346,"inform","neg","inform-doesnt_dance-?","Danny_H",1,1,0.697062937062937
346,"think","pos","think-dances-?","Jackson_H",0.34,0.98,0.774965034965035
521,"say","pos","say-dances-?","Frank_H",0.46,0.45,0.67972027972028
521,"inform","pos","inform-dances-?","Emma_L",0.92,0.77,0.323098591549296
521,"inform","neg","inform-doesnt_dance-?","Mary_L",0.96,0.93,0.225401459854015
521,"inform","pos","inform-dances-?","Julian_H",0.98,0.91,0.599493670886076
521,"say","pos","say-dances-?","Grace_L",0.39,0.26,0.24777027027027
521,"think","pos","think-dances-?","Tony_H",0.4,0.45,0.747279411764706
521,"think","pos","think-dances-?","Olivia_L",0.2,0.33,0.210592105263158
521,"know","pos","know-dances-?","Jackson_L",0.83,0.29,0.186013986013986
521,"Polar","Polar","BARE-dances-?","Jon_H",0.72,NA,0.7559375
521,"know","neg","know-doesnt_dance-?","Josh_H",0.9,0.47,0.544575163398693
521,"know","pos","know-dances-?","Danny_H",0.93,0.5,0.697062937062937
521,"inform","neg","inform-doesnt_dance-?","Isabella_H",0.86,0.27,0.517707006369427
521,"think","neg","think-doesnt_dance-?","Charley_L",0.64,0.28,0.277066666666667
521,"say","neg","say-doesnt_dance-?","Josie_H",0.49,0.49,0.73343949044586
521,"say","neg","say-doesnt_dance-?","Jayden_L",0.82,0.9,0.1756
521,"Polar","Polar","BARE-dances-?","Zoe_L",0.55,NA,0.192108843537415
521,"know","neg","know-doesnt_dance-?","Owen_L",0.95,0.74,0.279503546099291
521,"think","neg","think-doesnt_dance-?","Emily_H",0.54,0.49,0.561555555555556
514,"think","pos","think-dances-?","Jackson_L",0.1,0.12,0.186013986013986
514,"say","neg","say-doesnt_dance-?","Josie_H",0.47,0.63,0.73343949044586
514,"think","pos","think-dances-?","Zoe_H",0.42,0.66,0.745971223021583
514,"know","pos","know-dances-?","Julian_L",0.97,0.43,0.401796875
514,"say","pos","say-dances-?","Emma_H",0.64,0.59,0.680763888888889
514,"inform","pos","inform-dances-?","Jon_L",0.57,0.9,0.235696202531646
514,"inform","neg","inform-doesnt_dance-?","Isabella_L",0.94,0.81,0.125813953488372
514,"know","pos","know-dances-?","Jayden_H",0.96,0.42,0.687794117647059
514,"inform","neg","inform-doesnt_dance-?","Grace_H",0.98,0.91,0.790144927536232
514,"know","neg","know-doesnt_dance-?","Tony_H",0.99,0.35,0.747279411764706
514,"Polar","Polar","BARE-dances-?","Danny_H",0.78,NA,0.697062937062937
514,"say","pos","say-dances-?","Charley_L",0.49,0.59,0.277066666666667
514,"say","neg","say-doesnt_dance-?","Owen_L",0.92,0.8,0.279503546099291
514,"know","neg","know-doesnt_dance-?","Frank_L",0.97,0.53,0.16965034965035
514,"inform","pos","inform-dances-?","Josh_H",0.99,0.9,0.544575163398693
514,"Polar","Polar","BARE-dances-?","Olivia_L",0.27,NA,0.210592105263158
514,"think","neg","think-doesnt_dance-?","Emily_H",0.43,0.62,0.561555555555556
514,"think","neg","think-doesnt_dance-?","Mary_L",0.44,0.67,0.225401459854015
477,"know","neg","know-doesnt_dance-?","Jon_L",0.98,0.68,0.235696202531646
477,"know","neg","know-doesnt_dance-?","Grace_H",0.97,0.06,0.790144927536232
477,"Polar","Polar","BARE-dances-?","Josie_H",0.7,NA,0.73343949044586
477,"say","pos","say-dances-?","Frank_L",0.87,0.62,0.16965034965035
477,"say","pos","say-dances-?","Charley_H",0.86,0.94,0.804632352941177
477,"inform","pos","inform-dances-?","Danny_H",0.94,0.95,0.697062937062937
477,"say","neg","say-doesnt_dance-?","Emily_H",0.81,0.92,0.561555555555556
477,"think","pos","think-dances-?","Jayden_H",0.78,0.72,0.687794117647059
477,"Polar","Polar","BARE-dances-?","Zoe_L",0.19,NA,0.192108843537415
477,"think","neg","think-doesnt_dance-?","Jackson_L",0.39,0.82,0.186013986013986
477,"think","neg","think-doesnt_dance-?","Olivia_H",0.41,0.79,0.664776119402985
477,"think","pos","think-dances-?","Julian_L",0.36,0.61,0.401796875
477,"inform","pos","inform-dances-?","Josh_L",0.83,0.94,0.236917293233083
477,"inform","neg","inform-doesnt_dance-?","Mary_L",0.9,0.96,0.225401459854015
477,"inform","neg","inform-doesnt_dance-?","Emma_H",0.99,0.96,0.680763888888889
477,"know","pos","know-dances-?","Owen_L",0.97,0.46,0.279503546099291
477,"say","neg","say-doesnt_dance-?","Isabella_L",0.38,0.96,0.125813953488372
477,"know","pos","know-dances-?","Tony_H",0.99,0.43,0.747279411764706
556,"think","neg","think-doesnt_dance-?","Josie_H",0.01,0.01,0.73343949044586
556,"say","neg","say-doesnt_dance-?","Tony_H",0.01,0.01,0.747279411764706
556,"know","pos","know-dances-?","Emily_H",0.83,0.25,0.561555555555556
556,"think","pos","think-dances-?","Emma_H",0.02,0.01,0.680763888888889
556,"say","pos","say-dances-?","Mary_L",0.01,0.01,0.225401459854015
556,"think","neg","think-doesnt_dance-?","Jackson_L",0.02,0.02,0.186013986013986
556,"say","pos","say-dances-?","Owen_H",0.37,0.45,0.74648275862069
556,"say","neg","say-doesnt_dance-?","Charley_L",0.02,0.02,0.277066666666667
556,"inform","pos","inform-dances-?","Isabella_L",0.7,0.84,0.125813953488372
556,"Polar","Polar","BARE-dances-?","Danny_L",0.01,NA,0.27993006993007
556,"inform","pos","inform-dances-?","Josh_H",0.38,0.44,0.544575163398693
556,"know","pos","know-dances-?","Grace_L",0.02,0.01,0.24777027027027
556,"inform","neg","inform-doesnt_dance-?","Zoe_L",0.01,0.02,0.192108843537415
556,"Polar","Polar","BARE-dances-?","Frank_H",0.53,NA,0.67972027972028
556,"know","neg","know-doesnt_dance-?","Julian_H",0.51,0.01,0.599493670886076
556,"know","neg","know-doesnt_dance-?","Olivia_L",0.92,0.88,0.210592105263158
556,"inform","neg","inform-doesnt_dance-?","Jon_H",0,0.01,0.7559375
556,"think","pos","think-dances-?","Jayden_L",0,0.02,0.1756
377,"Polar","Polar","BARE-dances-?","Frank_H",0.97,NA,0.67972027972028
377,"inform","neg","inform-doesnt_dance-?","Charley_L",0.91,0.94,0.277066666666667
377,"think","neg","think-doesnt_dance-?","Josie_H",0.1,0.07,0.73343949044586
377,"think","pos","think-dances-?","Emma_H",0.13,0.88,0.680763888888889
377,"know","neg","know-doesnt_dance-?","Isabella_H",0.95,0.01,0.517707006369427
377,"inform","neg","inform-doesnt_dance-?","Zoe_H",0.93,0.03,0.745971223021583
377,"Polar","Polar","BARE-dances-?","Danny_L",0.89,NA,0.27993006993007
377,"say","pos","say-dances-?","Emily_L",0.07,0.93,0.151655629139073
377,"know","pos","know-dances-?","Josh_L",0.87,0.08,0.236917293233083
377,"think","neg","think-doesnt_dance-?","Mary_L",0.11,0.95,0.225401459854015
377,"say","neg","say-doesnt_dance-?","Grace_H",0.04,0.97,0.790144927536232
377,"inform","pos","inform-dances-?","Jayden_L",0.89,0.94,0.1756
377,"inform","pos","inform-dances-?","Jon_H",0.95,0.92,0.7559375
377,"think","pos","think-dances-?","Olivia_L",0.04,0.88,0.210592105263158
377,"say","pos","say-dances-?","Owen_H",0.15,0.95,0.74648275862069
377,"say","neg","say-doesnt_dance-?","Julian_L",0.94,0.95,0.401796875
377,"know","pos","know-dances-?","Jackson_H",0.9,0.12,0.774965034965035
377,"know","neg","know-doesnt_dance-?","Tony_L",0.89,0.94,0.2196
394,"say","pos","say-dances-?","Jayden_L",0.99,0,0.1756
394,"know","pos","know-dances-?","Owen_H",0.98,0.99,0.74648275862069
394,"know","neg","know-doesnt_dance-?","Grace_H",0.01,0.99,0.790144927536232
394,"inform","pos","inform-dances-?","Emily_L",1,0.99,0.151655629139073
394,"inform","neg","inform-doesnt_dance-?","Jackson_H",0.02,0.99,0.774965034965035
394,"inform","neg","inform-doesnt_dance-?","Charley_L",0.97,0.98,0.277066666666667
394,"Polar","Polar","BARE-dances-?","Danny_L",0.51,NA,0.27993006993007
394,"think","neg","think-doesnt_dance-?","Emma_L",0.5,0.52,0.323098591549296
394,"think","neg","think-doesnt_dance-?","Josie_H",0.01,0.95,0.73343949044586
394,"Polar","Polar","BARE-dances-?","Frank_H",0.96,NA,0.67972027972028
394,"think","pos","think-dances-?","Zoe_H",0.02,0.98,0.745971223021583
394,"think","pos","think-dances-?","Isabella_L",0,0.99,0.125813953488372
394,"say","neg","say-doesnt_dance-?","Julian_L",0.01,1,0.401796875
394,"inform","pos","inform-dances-?","Olivia_H",0.98,0.99,0.664776119402985
394,"say","pos","say-dances-?","Jon_H",0.03,0.98,0.7559375
394,"know","pos","know-dances-?","Tony_L",0.99,0.02,0.2196
394,"know","neg","know-doesnt_dance-?","Mary_L",0.98,0.01,0.225401459854015
394,"say","neg","say-doesnt_dance-?","Josh_H",0.03,0.98,0.544575163398693
376,"know","pos","know-dances-?","Emma_L",0.96,0.51,0.323098591549296
376,"Polar","Polar","BARE-dances-?","Tony_H",0.65,NA,0.747279411764706
376,"inform","pos","inform-dances-?","Grace_H",0.93,0.61,0.790144927536232
376,"say","neg","say-doesnt_dance-?","Owen_L",0.61,0.54,0.279503546099291
376,"know","neg","know-doesnt_dance-?","Jayden_L",0.94,0.52,0.1756
376,"say","pos","say-dances-?","Olivia_L",0.62,0.28,0.210592105263158
376,"think","neg","think-doesnt_dance-?","Jon_L",0.62,0.59,0.235696202531646
376,"know","pos","know-dances-?","Danny_H",0.84,0.52,0.697062937062937
376,"think","pos","think-dances-?","Charley_H",0.79,0.51,0.804632352941177
376,"inform","pos","inform-dances-?","Josie_L",0.32,0.58,0.117286821705426
376,"think","neg","think-doesnt_dance-?","Julian_H",0.38,0.55,0.599493670886076
376,"inform","neg","inform-doesnt_dance-?","Jackson_H",0.35,0.59,0.774965034965035
376,"think","pos","think-dances-?","Isabella_L",0.19,0.53,0.125813953488372
376,"know","neg","know-doesnt_dance-?","Zoe_H",0.37,0.68,0.745971223021583
376,"say","neg","say-doesnt_dance-?","Frank_H",0.38,0.59,0.67972027972028
376,"say","pos","say-dances-?","Josh_H",0.84,0.8,0.544575163398693
376,"Polar","Polar","BARE-dances-?","Mary_L",0.33,NA,0.225401459854015
376,"inform","neg","inform-doesnt_dance-?","Emily_L",0.57,0.62,0.151655629139073
583,"Polar","Polar","BARE-dances-?","Jayden_L",0.11,NA,0.1756
583,"say","pos","say-dances-?","Isabella_L",0.24,0.19,0.125813953488372
583,"inform","pos","inform-dances-?","Charley_L",0.44,0.37,0.277066666666667
583,"inform","pos","inform-dances-?","Grace_H",0.73,0.37,0.790144927536232
583,"Polar","Polar","BARE-dances-?","Emily_H",0.68,NA,0.561555555555556
583,"say","neg","say-doesnt_dance-?","Owen_L",0.45,0.26,0.279503546099291
583,"know","neg","know-doesnt_dance-?","Josie_H",0.74,0.39,0.73343949044586
583,"inform","neg","inform-doesnt_dance-?","Olivia_L",0.17,0.34,0.210592105263158
583,"inform","neg","inform-doesnt_dance-?","Frank_H",0.49,0.47,0.67972027972028
583,"think","neg","think-doesnt_dance-?","Jackson_L",0.14,0.1,0.186013986013986
583,"know","pos","know-dances-?","Tony_L",0.8,0.52,0.2196
583,"say","neg","say-doesnt_dance-?","Josh_H",0.3,0.5,0.544575163398693
583,"say","pos","say-dances-?","Mary_H",0.89,0.9,0.815167785234899
583,"think","neg","think-doesnt_dance-?","Zoe_H",0.37,0.47,0.745971223021583
583,"think","pos","think-dances-?","Julian_H",0.6,0.39,0.599493670886076
583,"know","neg","know-doesnt_dance-?","Danny_L",0.8,0.59,0.27993006993007
583,"know","pos","know-dances-?","Emma_H",0.67,0.68,0.680763888888889
583,"think","pos","think-dances-?","Jon_L",0.04,0.54,0.235696202531646
354,"say","pos","say-dances-?","Tony_L",0.14,0.68,0.2196
354,"think","pos","think-dances-?","Zoe_H",0.64,0.69,0.745971223021583
354,"know","pos","know-dances-?","Grace_L",0.47,0.77,0.24777027027027
354,"think","pos","think-dances-?","Jon_L",0.25,0.71,0.235696202531646
354,"know","neg","know-doesnt_dance-?","Jayden_H",0.87,0.46,0.687794117647059
354,"say","pos","say-dances-?","Jackson_H",0.38,0.82,0.774965034965035
354,"know","neg","know-doesnt_dance-?","Owen_L",0.86,0.39,0.279503546099291
354,"inform","pos","inform-dances-?","Charley_H",0.86,0.9,0.804632352941177
354,"Polar","Polar","BARE-dances-?","Josh_L",0.12,NA,0.236917293233083
354,"inform","pos","inform-dances-?","Olivia_L",0.23,0.75,0.210592105263158
354,"Polar","Polar","BARE-dances-?","Emily_H",0.62,NA,0.561555555555556
354,"inform","neg","inform-doesnt_dance-?","Danny_H",0.34,0.84,0.697062937062937
354,"say","neg","say-doesnt_dance-?","Mary_L",0.75,0.85,0.225401459854015
354,"say","neg","say-doesnt_dance-?","Josie_H",0.7,0.74,0.73343949044586
354,"know","pos","know-dances-?","Isabella_H",0.78,0.34,0.517707006369427
354,"think","neg","think-doesnt_dance-?","Julian_L",0.84,0.23,0.401796875
354,"think","neg","think-doesnt_dance-?","Emma_H",0.88,0.17,0.680763888888889
354,"inform","neg","inform-doesnt_dance-?","Frank_L",0.91,0.77,0.16965034965035
479,"inform","pos","inform-dances-?","Mary_H",1,1,0.815167785234899
479,"say","pos","say-dances-?","Tony_H",0.75,0.83,0.747279411764706
479,"Polar","Polar","BARE-dances-?","Jon_H",0.68,NA,0.7559375
479,"know","pos","know-dances-?","Zoe_L",0.83,0.53,0.192108843537415
479,"think","pos","think-dances-?","Julian_H",0.52,0.5,0.599493670886076
479,"inform","pos","inform-dances-?","Grace_L",0.77,0.66,0.24777027027027
479,"say","neg","say-doesnt_dance-?","Josie_H",0.75,0.76,0.73343949044586
479,"inform","neg","inform-doesnt_dance-?","Josh_L",0.89,0.91,0.236917293233083
479,"think","pos","think-dances-?","Jayden_L",0.21,0.23,0.1756
479,"say","neg","say-doesnt_dance-?","Emily_L",0.84,0.9,0.151655629139073
479,"know","neg","know-doesnt_dance-?","Danny_L",0.67,0.78,0.27993006993007
479,"think","neg","think-doesnt_dance-?","Charley_H",0.34,0.27,0.804632352941177
479,"Polar","Polar","BARE-dances-?","Frank_L",0.15,NA,0.16965034965035
479,"think","neg","think-doesnt_dance-?","Jackson_L",0.62,0.67,0.186013986013986
479,"know","pos","know-dances-?","Isabella_H",0.74,0.46,0.517707006369427
479,"know","neg","know-doesnt_dance-?","Owen_H",0.73,0.44,0.74648275862069
479,"say","pos","say-dances-?","Emma_L",0.54,0.48,0.323098591549296
479,"inform","neg","inform-doesnt_dance-?","Olivia_H",0.7,0.81,0.664776119402985
395,"inform","neg","inform-doesnt_dance-?","Julian_L",1,1,0.401796875
395,"Polar","Polar","BARE-dances-?","Josie_L",0.43,NA,0.117286821705426
395,"think","neg","think-doesnt_dance-?","Olivia_L",0.8,0.87,0.210592105263158
395,"say","neg","say-doesnt_dance-?","Jackson_L",0.66,0.5,0.186013986013986
395,"think","neg","think-doesnt_dance-?","Danny_H",0.11,0.51,0.697062937062937
395,"think","pos","think-dances-?","Emily_L",0.26,0.77,0.151655629139073
395,"say","neg","say-doesnt_dance-?","Frank_H",0.24,0.7,0.67972027972028
395,"inform","pos","inform-dances-?","Jayden_L",0.22,0.71,0.1756
395,"say","pos","say-dances-?","Emma_L",0.49,0.49,0.323098591549296
395,"know","neg","know-doesnt_dance-?","Isabella_L",0.97,0.89,0.125813953488372
395,"know","pos","know-dances-?","Tony_L",0.99,0.03,0.2196
395,"inform","neg","inform-doesnt_dance-?","Jon_H",0.93,0.93,0.7559375
395,"know","pos","know-dances-?","Grace_H",1,0.48,0.790144927536232
395,"say","pos","say-dances-?","Charley_H",0.48,0.5,0.804632352941177
395,"inform","pos","inform-dances-?","Mary_H",1,0.96,0.815167785234899
395,"think","pos","think-dances-?","Zoe_H",0.48,0.79,0.745971223021583
395,"Polar","Polar","BARE-dances-?","Josh_H",0.51,NA,0.544575163398693
395,"know","neg","know-doesnt_dance-?","Owen_H",1,0.36,0.74648275862069
266,"say","neg","say-doesnt_dance-?","Josie_H",0.67,0.74,0.73343949044586
266,"say","neg","say-doesnt_dance-?","Jon_L",0.66,0.78,0.235696202531646
266,"think","pos","think-dances-?","Frank_L",0.21,0.8,0.16965034965035
266,"know","neg","know-doesnt_dance-?","Emma_H",0.77,0.22,0.680763888888889
266,"say","pos","say-dances-?","Julian_H",0.67,0.47,0.599493670886076
266,"inform","neg","inform-doesnt_dance-?","Isabella_L",0.59,0.56,0.125813953488372
266,"know","neg","know-doesnt_dance-?","Grace_L",0.94,0.86,0.24777027027027
266,"inform","pos","inform-dances-?","Owen_H",0.83,0.37,0.74648275862069
266,"inform","pos","inform-dances-?","Emily_L",0.56,0.78,0.151655629139073
266,"think","pos","think-dances-?","Olivia_H",0.6,0.57,0.664776119402985
266,"know","pos","know-dances-?","Zoe_H",0.98,0.37,0.745971223021583
266,"think","neg","think-doesnt_dance-?","Charley_L",0.06,0.33,0.277066666666667
266,"Polar","Polar","BARE-dances-?","Tony_H",0.46,NA,0.747279411764706
266,"inform","neg","inform-doesnt_dance-?","Danny_H",0.68,0.54,0.697062937062937
266,"think","neg","think-doesnt_dance-?","Josh_H",0.62,0.24,0.544575163398693
266,"say","pos","say-dances-?","Mary_L",0.12,0.74,0.225401459854015
266,"know","pos","know-dances-?","Jayden_L",0.71,0.2,0.1756
266,"Polar","Polar","BARE-dances-?","Jackson_L",0.49,NA,0.186013986013986
231,"know","pos","know-dances-?","Jackson_L",0.03,0.07,0.186013986013986
231,"say","pos","say-dances-?","Emily_H",0.5,0.81,0.561555555555556
231,"think","pos","think-dances-?","Owen_H",0.83,0.77,0.74648275862069
231,"say","neg","say-doesnt_dance-?","Frank_H",0.21,0.72,0.67972027972028
231,"say","neg","say-doesnt_dance-?","Josh_L",0.82,0.86,0.236917293233083
231,"inform","pos","inform-dances-?","Jon_L",0.81,0.82,0.235696202531646
231,"think","pos","think-dances-?","Jayden_L",0.17,0.2,0.1756
231,"inform","neg","inform-doesnt_dance-?","Mary_H",0.15,0.17,0.815167785234899
231,"think","neg","think-doesnt_dance-?","Grace_H",0.52,0.5,0.790144927536232
231,"Polar","Polar","BARE-dances-?","Danny_H",0.57,NA,0.697062937062937
231,"know","pos","know-dances-?","Emma_H",0.82,0.84,0.680763888888889
231,"inform","pos","inform-dances-?","Olivia_H",0.79,0.82,0.664776119402985
231,"know","neg","know-doesnt_dance-?","Zoe_L",0.94,0.97,0.192108843537415
231,"think","neg","think-doesnt_dance-?","Tony_L",0.53,0.55,0.2196
231,"Polar","Polar","BARE-dances-?","Charley_L",0.06,NA,0.277066666666667
231,"say","pos","say-dances-?","Julian_L",0.07,0.14,0.401796875
231,"inform","neg","inform-doesnt_dance-?","Josie_L",0.96,0.84,0.117286821705426
231,"know","neg","know-doesnt_dance-?","Isabella_H",0.04,0.04,0.517707006369427
276,"inform","pos","inform-dances-?","Charley_H",0.83,0.85,0.804632352941177
276,"say","pos","say-dances-?","Frank_L",0.36,0.56,0.16965034965035
276,"know","neg","know-doesnt_dance-?","Owen_H",1,0.54,0.74648275862069
276,"know","pos","know-dances-?","Olivia_L",0.98,0.53,0.210592105263158
276,"Polar","Polar","BARE-dances-?","Josie_L",0.48,NA,0.117286821705426
276,"say","neg","say-doesnt_dance-?","Jayden_H",0.58,1,0.687794117647059
276,"know","neg","know-doesnt_dance-?","Tony_L",0.92,0.56,0.2196
276,"know","pos","know-dances-?","Isabella_H",0.96,0.54,0.517707006369427
276,"inform","pos","inform-dances-?","Mary_L",0.99,0.95,0.225401459854015
276,"inform","neg","inform-doesnt_dance-?","Zoe_L",0.99,0.98,0.192108843537415
276,"say","neg","say-doesnt_dance-?","Emma_L",0.5,0.82,0.323098591549296
276,"think","pos","think-dances-?","Danny_H",0.53,0.54,0.697062937062937
276,"think","neg","think-doesnt_dance-?","Jackson_L",0.54,0.88,0.186013986013986
276,"inform","neg","inform-doesnt_dance-?","Julian_H",0.56,0.99,0.599493670886076
276,"Polar","Polar","BARE-dances-?","Emily_H",0.58,NA,0.561555555555556
276,"think","pos","think-dances-?","Grace_L",0.55,0.54,0.24777027027027
276,"think","neg","think-doesnt_dance-?","Jon_H",0.56,0.89,0.7559375
276,"say","pos","say-dances-?","Josh_H",0.7,0.88,0.544575163398693
349,"say","pos","say-dances-?","Owen_L",0.74,0.65,0.279503546099291
349,"think","neg","think-doesnt_dance-?","Danny_H",0.31,0.67,0.697062937062937
349,"think","pos","think-dances-?","Josh_L",0.1,0.25,0.236917293233083
349,"say","neg","say-doesnt_dance-?","Emma_H",0.31,0.66,0.680763888888889
349,"Polar","Polar","BARE-dances-?","Charley_L",0.74,NA,0.277066666666667
349,"inform","neg","inform-doesnt_dance-?","Frank_H",0.29,0.18,0.67972027972028
349,"say","pos","say-dances-?","Emily_H",0.72,0.25,0.561555555555556
349,"think","pos","think-dances-?","Jayden_H",0.68,0.83,0.687794117647059
349,"know","neg","know-doesnt_dance-?","Jon_H",0.26,0.35,0.7559375
349,"inform","pos","inform-dances-?","Isabella_H",0.67,0.76,0.517707006369427
349,"inform","pos","inform-dances-?","Jackson_L",0.46,0.23,0.186013986013986
349,"say","neg","say-doesnt_dance-?","Tony_L",0.34,0.72,0.2196
349,"inform","neg","inform-doesnt_dance-?","Grace_L",0.59,0.8,0.24777027027027
349,"Polar","Polar","BARE-dances-?","Julian_H",0.31,NA,0.599493670886076
349,"know","neg","know-doesnt_dance-?","Mary_L",0.26,0.42,0.225401459854015
349,"know","pos","know-dances-?","Zoe_L",0.78,0.59,0.192108843537415
349,"know","pos","know-dances-?","Olivia_H",0.25,0.16,0.664776119402985
349,"think","neg","think-doesnt_dance-?","Josie_L",0.33,0.78,0.117286821705426
306,"think","neg","think-doesnt_dance-?","Jackson_L",0.33,0.35,0.186013986013986
306,"inform","pos","inform-dances-?","Isabella_H",0.97,0.98,0.517707006369427
306,"think","pos","think-dances-?","Frank_L",0.29,0.21,0.16965034965035
306,"know","pos","know-dances-?","Danny_H",0.98,0.51,0.697062937062937
306,"inform","neg","inform-doesnt_dance-?","Jayden_H",0.86,0.25,0.687794117647059
306,"Polar","Polar","BARE-dances-?","Mary_H",0.15,NA,0.815167785234899
306,"inform","pos","inform-dances-?","Josh_L",0.98,0.76,0.236917293233083
306,"say","pos","say-dances-?","Grace_H",0.55,0.5,0.790144927536232
306,"Polar","Polar","BARE-dances-?","Jon_L",0.01,NA,0.235696202531646
306,"say","neg","say-doesnt_dance-?","Josie_L",0.93,0.36,0.117286821705426
306,"think","neg","think-doesnt_dance-?","Owen_H",0.11,0.24,0.74648275862069
306,"say","pos","say-dances-?","Emily_L",0.14,0.05,0.151655629139073
306,"know","neg","know-doesnt_dance-?","Julian_H",0.87,0.46,0.599493670886076
306,"think","pos","think-dances-?","Charley_H",0.85,0.89,0.804632352941177
306,"say","neg","say-doesnt_dance-?","Olivia_H",0.4,0.45,0.664776119402985
306,"inform","neg","inform-doesnt_dance-?","Zoe_L",1,0.9,0.192108843537415
306,"know","pos","know-dances-?","Tony_L",0.86,0.44,0.2196
306,"know","neg","know-doesnt_dance-?","Emma_L",0.79,0.8,0.323098591549296
549,"know","pos","know-dances-?","Josie_L",0.01,0.5,0.117286821705426
549,"think","neg","think-doesnt_dance-?","Grace_H",0.03,0.5,0.790144927536232
549,"inform","pos","inform-dances-?","Olivia_H",0.99,0.5,0.664776119402985
549,"say","neg","say-doesnt_dance-?","Tony_L",0.5,0.01,0.2196
549,"think","neg","think-doesnt_dance-?","Emma_L",0.01,0.5,0.323098591549296
549,"know","pos","know-dances-?","Julian_H",0.98,0.03,0.599493670886076
549,"inform","neg","inform-doesnt_dance-?","Josh_H",0.02,0.01,0.544575163398693
549,"think","pos","think-dances-?","Jayden_L",0.02,0.49,0.1756
549,"Polar","Polar","BARE-dances-?","Jon_H",0.51,NA,0.7559375
549,"say","neg","say-doesnt_dance-?","Mary_H",0.99,0.51,0.815167785234899
549,"Polar","Polar","BARE-dances-?","Emily_L",0.49,NA,0.151655629139073
549,"think","pos","think-dances-?","Isabella_H",0.02,0.5,0.517707006369427
549,"know","neg","know-doesnt_dance-?","Charley_H",0.98,0.02,0.804632352941177
549,"inform","pos","inform-dances-?","Danny_L",0.96,0.98,0.27993006993007
549,"inform","neg","inform-doesnt_dance-?","Frank_L",0,0.52,0.16965034965035
549,"say","pos","say-dances-?","Zoe_L",0.51,0.5,0.192108843537415
